username,comment,comment_and_emojis,date_comment,likes_comment,lang,emotion_comment,score_emotion
@mrretac,Ya quiero ver a Lily Tellez en una plática política-filosófica con Diego. Sería increíble presenciar tal autodestrucción con sus respuestas.,"['Ya quiero ver a Lily Tellez en una plática política-filosófica con Diego. Sería increíble presenciar tal autodestrucción con sus respuestas.', []]",2 months ago,825,es,POS,0.44602131098508835
@javierelovni,"Es increíble como Marcelo Ebrard maneja todos estos temas, lo que muchos jóvenes queremos, mi voto no era para él, pero definitivamente ahora Sí","['Es increíble como Marcelo Ebrard maneja todos estos temas, lo que muchos jóvenes queremos, mi voto no era para él, pero definitivamente ahora Sí', []]",2 months ago,143,es,POS,0.4898439049720764
@sandramendoza9506,"Buenisima entrevista!! 
Marcelo le sabe bien a los acontecimientos de la historia y el mundo. Me hubiera gustado que hablaran de la situación en México. Gracias","['Buenisima entrevista!! \nMarcelo le sabe bien a los acontecimientos de la historia y el mundo. Me hubiera gustado que hablaran de la situación en México. Gracias', []]",11 days ago,4,es,POS,0.9744886974804103
@mauriciosolanodelatorre8585,"Encantado de escuchar realidad de la boca de un político y no una campaña política (aunque esto sea política). Diego muchas felicidades, a mi parecer esto es conocer realmente a alguien, así deberían de ser más entrevistas, se realiza un fomento cultural/filosófico aunado a una labor social. ¡Excelente platica !","['Encantado de escuchar realidad de la boca de un político y no una campaña política (aunque esto sea política). Diego muchas felicidades, a mi parecer esto es conocer realmente a alguien, así deberían de ser más entrevistas, se realiza un fomento cultural/filosófico aunado a una labor social. ¡Excelente platica !', []]",2 months ago,1,es,POS,0.9709668925497681
@user-cx6ny3ts4y,"Muy buen video, muy introductorio. He visto que Diego ha tratado multiples veces el caso de china. Alguien podria recomendar un libro que desarrolle las ideas a partir de hechos historicos de lo que el menciona?","['Muy buen video, muy introductorio. He visto que Diego ha tratado multiples veces el caso de china. Alguien podria recomendar un libro que desarrolle las ideas a partir de hechos historicos de lo que el menciona?', []]",2 months ago,,es,POS,0.8017120193690062
@HelaE-qr5ff,"que buen video, me lo recomendó YouTube y estuvo 10/10 de inicio a fin. No soy de Mexico, pero espero que hayan más charlas así con todos los candidatos.","['que buen video, me lo recomendó YouTube y estuvo 10/10 de inicio a fin. No soy de Mexico, pero espero que hayan más charlas así con todos los candidatos.', []]",2 months ago,,es,POS,0.9771196518559009
@Plata4571,"Tengo mis dudas si otros candidatos puedan entender, contestar y manejar estos temas como lo hizo M. Ebrard.","['Tengo mis dudas si otros candidatos puedan entender, contestar y manejar estos temas como lo hizo M. Ebrard.', []]",2 months ago,1.8K,es,NEG,-0.5477292351424694
@ricardoromero2415,"Que buena entrevista, define mucho la identidad y formación de la persona, después de esta entrevista Marcelo tiene mi atención.","['Que buena entrevista, define mucho la identidad y formación de la persona, después de esta entrevista Marcelo tiene mi atención.', []]",1 month ago (edited),1,es,POS,0.9639341710135341
@josurgernandea-ly6fj,Al fin alguien que está a la altura de conversación y fluidez de Diego,"['Al fin alguien que está a la altura de conversación y fluidez de Diego', []]",5 days ago,1,es,POS,0.843679335899651
@martinhernandezvazquez3432,"Esto si es una entrevista a nivel de un candidato presidencial.
Muy independiente de cuál sea, y de que partido, esto si debería llegar a todos.Todo esto sería muy distinto en este país.","['Esto si es una entrevista a nivel de un candidato presidencial.\nMuy independiente de cuál sea, y de que partido, esto si debería llegar a todos.Todo esto sería muy distinto en este país.', []]",1 month ago,1,es,NEU,0.31278928369283676
@user-rd5yu1bx9g,"Sorprendente el nivel cultural y filosófico de Marcelo!! Que excelente entrevista,de lo mejor que he visto","['Sorprendente el nivel cultural y filosófico de Marcelo!! Que excelente entrevista,de lo mejor que he visto', []]",2 months ago,,es,POS,0.9714788650162518
@sergioguillermomendezlopez792,"Más entrevistas así por favor, con todos los candidatos, Saludos. Buen contenido Saludos","['Más entrevistas así por favor, con todos los candidatos, Saludos. Buen contenido Saludos', []]",2 months ago,,es,POS,0.9354669600725174
@angelreyes853,"Un espacio así era necesario para el debate politico en nuestro país, es una pena que nunca estuvimos ni cerca de tenerlo en las televisoras más importantes de México y hoy es un privilegio que exista contigo Diego, la democracia te lo agradece!","['Un espacio así era necesario para el debate politico en nuestro país, es una pena que nunca estuvimos ni cerca de tenerlo en las televisoras más importantes de México y hoy es un privilegio que exista contigo Diego, la democracia te lo agradece!', []]",2 months ago,412,es,NEG,-0.5445131212472916
@joseluisolindominguez5417,"Soy nuevo seguidor, pero eres de otro nivel Diego....mis respetos ","['Soy nuevo seguidor, pero eres de otro nivel Diego....mis respetos ', ['👍🏼']]",2 months ago,1,es,POS,0.94467359688133
@pepeluisrodriguez8548,"Mis respetos entrevista inteligente,  directa y concreta felicidades ","['Mis respetos entrevista inteligente,  directa y concreta felicidades ', ['👏']]",2 months ago,7,es,POS,0.9184937216341496
@mexkal,La primera ocasión que observo y escucho que Ruzzarin APRENDE de su entrevistado y verdaderamente lo ESCUCHA.,"['La primera ocasión que observo y escucho que Ruzzarin APRENDE de su entrevistado y verdaderamente lo ESCUCHA.', []]",2 months ago,5,es,POS,0.8947854177094996
@saulgalves7835,"Que buena entrevista, la mejor de las que han hecho a los precandidatos","['Que buena entrevista, la mejor de las que han hecho a los precandidatos', []]",2 months ago,3,es,POS,0.9747016429901123
@mimacantora4880,"Una muestra más del nivel qué posee Ebrard, profundiza y convence, es cero demagogia. #MarceloPresidente 🇲🇽","['Una muestra más del nivel qué posee Ebrard, profundiza y convence, es cero demagogia. #MarceloPresidente 🇲🇽', ['👌']]",2 months ago,7,es,POS,0.6053015924990177
@MiguelRm98,No deberíamos elegir líderes sin conocer su pensamiento ideológico y nos acabas de regalar el principio del real y eficiente cuestionamiento a nuestros representantes para tomar una buena decisión y crear una democracia mas sana en este país.,"['No deberíamos elegir líderes sin conocer su pensamiento ideológico y nos acabas de regalar el principio del real y eficiente cuestionamiento a nuestros representantes para tomar una buena decisión y crear una democracia mas sana en este país.', []]",2 months ago,886,es,POS,0.26554399728775024
@emmanuelesquivel6405,"Que buena entrevista, las preguntas bien planteadas y las respuestas bien aterrizadas","['Que buena entrevista, las preguntas bien planteadas y las respuestas bien aterrizadas', []]",2 months ago,2,es,POS,0.9727666846010834
@alfredoonofremarin3004,"Buen ejercicio que deja ver mucho más de los posibles candidatos a la presidencia de nuestro país. Si se pudiera invitar a los otros, sería de gran ayuda para conocerlos mejor y tomar una decisión en las urnas más consciente !!","['Buen ejercicio que deja ver mucho más de los posibles candidatos a la presidencia de nuestro país. Si se pudiera invitar a los otros, sería de gran ayuda para conocerlos mejor y tomar una decisión en las urnas más consciente !!', []]",2 months ago,1,es,POS,0.9294088883325458
@seleneramirez9450,simplemente uno de tus mejores episodios Diego,"['simplemente uno de tus mejores episodios Diego', []]",1 month ago,1,es,POS,0.9584484794177115
@franciscoprado7902,"al escuchar sus respuestas, dan ganas de tener a un presidente asi de preparado e inteligente.","['al escuchar sus respuestas, dan ganas de tener a un presidente asi de preparado e inteligente.', []]",2 months ago,58,es,POS,0.9385597347281873
@hernypacquiao7739,"Me imagino a otros candidatos, presidentes de partidos políticos, contestando dichas preguntas de Diego  Bien Ebrard sólido y puntual en las  respuestas.","['Me imagino a otros candidatos, presidentes de partidos políticos, contestando dichas preguntas de Diego  Bien Ebrard sólido y puntual en las  respuestas.', ['😅']]",3 weeks ago,50,es,POS,0.3069397509098053
,"Diego que buena entrevista, en un país donde en política solo se habla de chismes o con insultos es increíblemente refrescante escuchar una conversación como esta.","['Diego que buena entrevista, en un país donde en política solo se habla de chismes o con insultos es increíblemente refrescante escuchar una conversación como esta.', []]",2 months ago,402,es,POS,0.9608912346884608
@idaromero,"Excelente entrevista, felicidades!","['Excelente entrevista, felicidades!', []]",7 days ago,,es,POS,0.954990622587502
@antonioalvarez9020,Ustedes son dos personas muy inteligentes este tipo de entrevistas en verdad no tienen precio y uno como persona aprende mucho.,"['Ustedes son dos personas muy inteligentes este tipo de entrevistas en verdad no tienen precio y uno como persona aprende mucho.', []]",5 days ago,,es,POS,0.9733325033448637
@beatrizosorio6567,Me encantó la entrevista!! Felicidades!! Excelente sinergia.,"['Me encantó la entrevista!! Felicidades!! Excelente sinergia.', []]",2 months ago,1,es,POS,0.9788792103063315
@marcosvega5866,"Ebrard me ha sorprendido gratamente, no me imaginaba lo leído y preparado que esta este señor.. Felicidades Diego por este tipo de contenido.!!","['Ebrard me ha sorprendido gratamente, no me imaginaba lo leído y preparado que esta este señor.. Felicidades Diego por este tipo de contenido.!!', []]",1 month ago,1,es,POS,0.9745647758245468
@carlosservin5401,Conseguiste algo mejor que el debate presidencial. excelente,"['Conseguiste algo mejor que el debate presidencial. excelente', ['👌🏻']]",2 months ago,456,es,POS,0.9503921251744032
@jorgelopez2087,"Quisiera ver si Delfina, Claudia o Adán le entenderían si quiera a las preguntas de Diego, no soy Morenista pero siempre he creído que Marcelo está muy bien preparado ","['Quisiera ver si Delfina, Claudia o Adán le entenderían si quiera a las preguntas de Diego, no soy Morenista pero siempre he creído que Marcelo está muy bien preparado ', ['👍🏾']]",2 months ago,75,es,POS,0.44027432426810265
@IMPRENTAFACTEXPRESS, el presente y futuro Mexicano!...,"[' el presente y futuro Mexicano!...', ['👏🏽', '👏🏽', '👏🏽']]",3 weeks ago,,es,POS,0.512825820595026
@natzileiva652,"¡Wooow! Más que entrevista una muy buena plática, quedé muy satisfecho y deslumbrado. Por favor repite con todos los candidatos de todos los partidos, hacía falta algo así para conocer a la gente que pretende gobernar","['¡Wooow! Más que entrevista una muy buena plática, quedé muy satisfecho y deslumbrado. Por favor repite con todos los candidatos de todos los partidos, hacía falta algo así para conocer a la gente que pretende gobernar', []]",2 months ago,9,es,POS,0.9722086433321238
@jesussanti5955,Excelente entrevista me aclaro algunas dudas sobre Marcelo,"['Excelente entrevista me aclaro algunas dudas sobre Marcelo', []]",2 weeks ago,,es,POS,0.7428113184869289
@timoteohernandez5709,Diego es un gran comunicador que hace entrevistas interesantes y muy dirigidas a los intereses de los ciudadanos del mundo  feliz vida hermano bendiciones y éxitos,"['Diego es un gran comunicador que hace entrevistas interesantes y muy dirigidas a los intereses de los ciudadanos del mundo  feliz vida hermano bendiciones y éxitos', ['🌎']]",2 weeks ago,3,es,POS,0.9695587826427072
@jorgeolivera535,"Eres grande Diego. De los pocos que puede hacer preguntas inteligentes a un politico, no como los periodistas que nunca se quitan el chip de atacar al invitado.","['Eres grande Diego. De los pocos que puede hacer preguntas inteligentes a un politico, no como los periodistas que nunca se quitan el chip de atacar al invitado.', []]",2 months ago,372,es,POS,0.8334131799638271
@paolaortega3892,Por su nivel de conocimiento del país y su visión de futuro #Los jóvenes con Marcelo.,"['Por su nivel de conocimiento del país y su visión de futuro #Los jóvenes con Marcelo.', []]",2 months ago,,es,POS,0.6436094008386135
@garybarrientos,Gran entrevista. Gracias Diego!!,"['Gran entrevista. Gracias Diego!!', []]",1 month ago,,es,POS,0.9684178922325373
@SalvadorVAZ1,"Buenísima entrevista, a esto lo llamo una verdadera platica interesante.","['Buenísima entrevista, a esto lo llamo una verdadera platica interesante.', []]",4 days ago,1,es,POS,0.9739896587561816
@alejandroruiz1809,"Felicidades Diego gran entrevista, ojalá más políticos se prestaran a charlas contigo me encantaría","['Felicidades Diego gran entrevista, ojalá más políticos se prestaran a charlas contigo me encantaría', []]",3 weeks ago,,es,POS,0.9773720130324364
@marcomartinez7821,Esto es calidad de conversación,"['Esto es calidad de conversación', []]",1 month ago,2,es,NEU,0.3538104221224785
@sebastianneri2785,"Llevo 7:08 de esta platica y estoy sorprendido del nivel qué tiene ebrard. No me esperaba que tuviera una postura ideológica y mucho menos que fuera tan acertado con sus respuesta dejando de lado su política sino reflejando su propia percepción de las cosas y aceptando que la ambigüedad de algunos temas es crucial para entenderlos, excelente en serio!","['Llevo 7:08 de esta platica y estoy sorprendido del nivel qué tiene ebrard. No me esperaba que tuviera una postura ideológica y mucho menos que fuera tan acertado con sus respuesta dejando de lado su política sino reflejando su propia percepción de las cosas y aceptando que la ambigüedad de algunos temas es crucial para entenderlos, excelente en serio!', []]",2 months ago,313,es,POS,0.8995353300124407
@antoniodelgadillo9050,"Una gran entrevista, con un tratamiento adecuado de cada uno de los temas abordados. Es muy notoria la preparación, experiencia y conocimiento de Ebrard. Y tú, Diego, muy puntual en tus intervenciones.","['Una gran entrevista, con un tratamiento adecuado de cada uno de los temas abordados. Es muy notoria la preparación, experiencia y conocimiento de Ebrard. Y tú, Diego, muy puntual en tus intervenciones.', []]",2 months ago,3,es,POS,0.9683021921664476
@raquelcuevazdominges8789,"Me resulta increible el nivel de preparacion y experiencia que tiene marcelo en estos temas tan complejos, los domina de izquierda a derecha. Fuera del hecho que es canciller. Desconocia su valiosa aportacion a estos temas. Felicidades a Diego y Marcelo  por esta entrevista mas que notable","['Me resulta increible el nivel de preparacion y experiencia que tiene marcelo en estos temas tan complejos, los domina de izquierda a derecha. Fuera del hecho que es canciller. Desconocia su valiosa aportacion a estos temas. Felicidades a Diego y Marcelo  por esta entrevista mas que notable', []]",2 months ago,1,es,POS,0.950749022886157
@guadalupecolinguillen5792,Diego me encanta la forma de abordar ver loq ue realmente importa y que quisiéramos entender felicidades por la entrevista,"['Diego me encanta la forma de abordar ver loq ue realmente importa y que quisiéramos entender felicidades por la entrevista', []]",1 month ago,,es,POS,0.9750352702103555
@marthahuertasanchez6832,"Bravo que  buena entrevista  , mis respetos para Diego y para Marcelo","['Bravo que  buena entrevista  , mis respetos para Diego y para Marcelo', ['👏', '👏', '👏', '👏']]",1 month ago,4,es,POS,0.9681537812575698
@gresendez,Muy interesante Diego.....felicidades! fluida la entrevista y en mi caso me ayudó a conocer un poco más a Marcelo.,"['Muy interesante Diego.....felicidades! fluida la entrevista y en mi caso me ayudó a conocer un poco más a Marcelo.', []]",2 months ago,1,es,POS,0.975124946096912
@armand8629,"Excelente entrevista, no sabia que Marcelo fuese tan preparado filosóficamente, económicamente, geopolíticamente, si quería sorprenderme lo hizo. Espero las entrevistas a los otros candidatos con ansias.","['Excelente entrevista, no sabia que Marcelo fuese tan preparado filosóficamente, económicamente, geopolíticamente, si quería sorprenderme lo hizo. Espero las entrevistas a los otros candidatos con ansias.', []]",2 months ago,387,es,POS,0.9564622009638697
@jorgeflores-dl9gy,"Muy bien, entendible , tiene ideas claras sobre temas de actualidad .","['Muy bien, entendible , tiene ideas claras sobre temas de actualidad .', []]",2 months ago,,es,POS,0.9413063321262598
@ChristianGJL,"Urgen más entrevistas de estas, ojalá se pudiera escuchar a otros de los posibles candidatos.","['Urgen más entrevistas de estas, ojalá se pudiera escuchar a otros de los posibles candidatos.', []]",2 months ago,4,es,NEU,-0.022643402218818665
@rocelianavarro9152,mi favorito no me decepciono felicidades por la entrevista,"['mi favorito no me decepciono felicidades por la entrevista', []]",2 months ago,1,es,POS,0.9628649805672467
@axelescamilla3430,"Vine a ver este video porque vi que subiste uno de dos horas que decía parte 2, efectivamente vine a ver la parte 1. Y que super interesante puntos tocaron, muchos que desconocemos. Gracias","['Vine a ver este video porque vi que subiste uno de dos horas que decía parte 2, efectivamente vine a ver la parte 1. Y que super interesante puntos tocaron, muchos que desconocemos. Gracias', []]",4 days ago,,es,POS,0.933077004738152
@sinuhetamez,"Excelente como Marcelo y Diego empatan conocimientos, se ve que tienen un basto conocimiento de varios temas y en especial de los nacionales (Marcelo) que además maneja bien la geopolítica. Siempre pensé que Marcelo será el candidato idóneo mi voto será por él. Por otra parte Diego tan interesante tus entrevistas y el manejo que tienes de la información se ve el alto grado de preparación en varias áreas del conocimiento que tienes.","['Excelente como Marcelo y Diego empatan conocimientos, se ve que tienen un basto conocimiento de varios temas y en especial de los nacionales (Marcelo) que además maneja bien la geopolítica. Siempre pensé que Marcelo será el candidato idóneo mi voto será por él. Por otra parte Diego tan interesante tus entrevistas y el manejo que tienes de la información se ve el alto grado de preparación en varias áreas del conocimiento que tienes.', []]",3 weeks ago,,es,POS,0.9609306254424155
@julioalbertoi.r2125,Debemos valorar y asimilar la proporción de acciones de diálogo como esta. Lo que parece una simple entrevista es un logro y ejercicio democratizador que pocos países en el mundo pueden presumir. Excelente y orgullo para México  Gran contribución de Diego.,"['Debemos valorar y asimilar la proporción de acciones de diálogo como esta. Lo que parece una simple entrevista es un logro y ejercicio democratizador que pocos países en el mundo pueden presumir. Excelente y orgullo para México  Gran contribución de Diego.', ['👏🏻']]",2 months ago (edited),174,es,POS,0.9530974179506302
@luismarianopachecoguerrero6943,Vaya que conocimientos tiene marcelo sin duda un hombre que puede contribuir mucho para seguir con el cambio de México,"['Vaya que conocimientos tiene marcelo sin duda un hombre que puede contribuir mucho para seguir con el cambio de México', []]",3 weeks ago,,es,POS,0.9571171700954437
@JoseHernandez-wb3uf,"Muy buen entrevistador, mucha agilidad mental a la hora de preguntar y de hablar, mis respetos señor Diego.","['Muy buen entrevistador, mucha agilidad mental a la hora de preguntar y de hablar, mis respetos señor Diego.', []]",10 days ago,,es,POS,0.9418249279260635
@medinamedina7647,Que hombre tan preparado y de conciencia social.,"['Que hombre tan preparado y de conciencia social.', []]",5 days ago,,es,POS,0.9380823224782944
@healthproject100,"Increible entrevista! Los mega felicito a los dos! Que gran conocimiento expresado por ambas partes con un dialecto fluido, preguntas de exlenete calidad y ni hablar con las respuestas de Marcelo Ebrad, sin duda alguna un gran cadidato para la proxima presidencia! Muchas gracias Diego Ruzzarin por tan excelente entrevista!! 31:13 31:13","['Increible entrevista! Los mega felicito a los dos! Que gran conocimiento expresado por ambas partes con un dialecto fluido, preguntas de exlenete calidad y ni hablar con las respuestas de Marcelo Ebrad, sin duda alguna un gran cadidato para la proxima presidencia! Muchas gracias Diego Ruzzarin por tan excelente entrevista!! 31:13 31:13', []]",1 month ago,,es,POS,0.9752583659719676
@pollokenedi,Está entrevista ayuda a ambos a Diego a tener más invitados de este tipo y a Ebrad para que la gente lo conozca y sepa sus ideas y su forma de pensar.,"['Está entrevista ayuda a ambos a Diego a tener más invitados de este tipo y a Ebrad para que la gente lo conozca y sepa sus ideas y su forma de pensar.', []]",2 months ago,193,es,POS,0.8357539102435112
@irvinggonzalezvasquez300,Excelente video. Un nivel asi de entrevistador para todos los candidatos,"['Excelente video. Un nivel asi de entrevistador para todos los candidatos', []]",2 months ago (edited),,es,POS,0.9329171837307513
@gustavoolguin7557,"Pasaron 2 meses para que lo viera, pero te felicito Diego, y a Ebrad también. BUENA  DEFINICIÓN","['Pasaron 2 meses para que lo viera, pero te felicito Diego, y a Ebrad también. BUENA  DEFINICIÓN', []]",2 weeks ago,,es,POS,0.8662081174552441
@thefabimendez7059,Gran manejo de los temas ,"['Gran manejo de los temas ', ['👍']]",2 months ago,,es,POS,0.6399713456630707
@azazaz1456,Gran calidad de entrevista!,"['Gran calidad de entrevista!', []]",2 months ago,1,es,POS,0.9477024991065264
@gjmarco1230,"Muy buena dinámica Diego de verdad, para saber más de nuestros candidatos estuvo muy buena esta charla/entrevista.
Solo una sugerencia si es posible no complementes las ideas y opiniones de los próximos candidatos si es que ese es el caso. Dejar que se explayen mas por más tiempo e intervenir un poco menos en el juego de compartir ideas y opiniones. Fuera de eso la verdad muy buenas preguntas   fuera de lo común que siempre preguntan en las elecciones.","['Muy buena dinámica Diego de verdad, para saber más de nuestros candidatos estuvo muy buena esta charla/entrevista.\nSolo una sugerencia si es posible no complementes las ideas y opiniones de los próximos candidatos si es que ese es el caso. Dejar que se explayen mas por más tiempo e intervenir un poco menos en el juego de compartir ideas y opiniones. Fuera de eso la verdad muy buenas preguntas   fuera de lo común que siempre preguntan en las elecciones.', []]",2 months ago (edited),1,es,POS,0.9241162943653762
@esrriaguilar6114,Quisiera ver a los demás candidatos en esta misma plática,"['Quisiera ver a los demás candidatos en esta misma plática', []]",2 months ago,,es,NEU,0.056267544627189636
@NazarioMeshoulam,Marcelo Ebrard es la única persona que he visto hasta ahora en el canal de Diego Ruzzarin que ha podido tener una conversación a su mismo nivel.,"['Marcelo Ebrard es la única persona que he visto hasta ahora en el canal de Diego Ruzzarin que ha podido tener una conversación a su mismo nivel.', []]",2 months ago (edited),498,es,POS,0.5851244032382965
@hectornieblas5221,Excelente entrevista ️️️️️,"['Excelente entrevista ️️️️️', ['⭐', '⭐', '⭐', '⭐', '⭐']]",1 month ago,,es,POS,0.7141311950981617
@Jerrytohg,"Esas si son preguntas! Al punto, a lo interesante. Ojala pudieras traer a mas actores politicos que aspiran a dirigir a este pais.","['Esas si son preguntas! Al punto, a lo interesante. Ojala pudieras traer a mas actores politicos que aspiran a dirigir a este pais.', []]",1 month ago,1,es,POS,0.7450214754790068
@noraanabell,Felicidades Diego. Muy interesante entrevista.,"['Felicidades Diego. Muy interesante entrevista.', []]",2 months ago,1,es,POS,0.969815706834197
