username,comment,comment_and_emojis,date_comment,likes_comment,lang,emotion_comment,score_emotion
@CodigoMisterioGames,"El problema es que su objetivo es ""derrocar a morena"", pero en ningún momento menciona que tiene como misión mejorar a México .___.""","['El problema es que su objetivo es ""derrocar a morena"", pero en ningún momento menciona que tiene como misión mejorar a México .___.""', []]",3 months ago,65,es,NEG,-0.9271330870687962
@goldengus322,"La cara del escorpión, así como de :  neta está es precandidata  ,   ","['La cara del escorpión, así como de :  neta está es precandidata  ,   ', ['😢', '😂', '😂']]",4 months ago,62,es,NEG,-0.5211246758699417
@javierdiazmercado5065,Excelente Escorpión.. Gracias por abrír los ojos mexicanos... FUERA Lily Tellez,"['Excelente Escorpión.. Gracias por abrír los ojos mexicanos... FUERA Lily Tellez', []]",2 months ago,11,es,POS,0.568522498011589
@garuciemmgaru5933,Gracias escorpion por evidenciarla y para no darle un voto ,"['Gracias escorpion por evidenciarla y para no darle un voto ', ['😂', '😂']]",3 months ago,79,es,NEG,-0.8254730552434921
@orlandoreynoso999,La descartaba sin conocerla y ahora lo confirmó. Qué buenos comentarios,"['La descartaba sin conocerla y ahora lo confirmó. Qué buenos comentarios', []]",2 months ago,22,es,POS,0.690085731446743
@licchameleon6205,Que buena estrategia de mandar a lily al Prian! ERES GRANDE AMLO! ,"['Que buena estrategia de mandar a lily al Prian! ERES GRANDE AMLO! ', ['🙏']]",3 months ago (edited),554,es,POS,0.9278292749077082
@user-ld1id8se4k,Yo espero la entrevista con Noroña será la mejor de todas,"['Yo espero la entrevista con Noroña será la mejor de todas', []]",3 months ago,35,es,POS,0.9409106881357729
@alfre7555,"Seguramente ella pidio no parar con la gente en la calle, por que si no veria la realidad de que nadie empatiza con ella.","['Seguramente ella pidio no parar con la gente en la calle, por que si no veria la realidad de que nadie empatiza con ella.', []]",4 months ago,280,es,NEG,-0.8429992888122797
@lenytorres9924,"Estoy escuchando muchas mentiras que no me parece raro viniendo de éste personaje, una senadora que no visita a su propio estado que hoy parece una señora educada y tan de buena cuna ni pareciera que es la misma en la tribuna diciendo tanta tontería, gracias Escorpión votaré por cualquier partido que no esté apoyando a éste tipo de personas ","['Estoy escuchando muchas mentiras que no me parece raro viniendo de éste personaje, una senadora que no visita a su propio estado que hoy parece una señora educada y tan de buena cuna ni pareciera que es la misma en la tribuna diciendo tanta tontería, gracias Escorpión votaré por cualquier partido que no esté apoyando a éste tipo de personas ', ['😊']]",4 months ago,201,es,NEG,-0.9435468455776572
@beto0496,Te agradezco escorpion por ayudarme a reafirmar por quien no votar,"['Te agradezco escorpion por ayudarme a reafirmar por quien no votar', []]",3 months ago,336,es,NEU,0.30452466011047363
@victorzacatenco2973,"He visto casi todas las entrevistas que le hacen a esta señora, porque la verdad es muy divertida, me encanta su mediocre histrionismo, su acento falso norteño, sus nulas propuestas, pero sobretodo su invariable speech a dónde quiera que vaya, no le cambia ni una tilde. Sin duda tiene mu voto el próximo año.","['He visto casi todas las entrevistas que le hacen a esta señora, porque la verdad es muy divertida, me encanta su mediocre histrionismo, su acento falso norteño, sus nulas propuestas, pero sobretodo su invariable speech a dónde quiera que vaya, no le cambia ni una tilde. Sin duda tiene mu voto el próximo año.', []]",3 months ago,4,es,NEG,-0.5811542570590973
@rafaeldiaz8106,"12:40 
""Se ponía a investigar la corrupción del gobierno"" de los partidos que ahora representa. Tantita madre ","['12:40 \n""Se ponía a investigar la corrupción del gobierno"" de los partidos que ahora representa. Tantita madre ', ['😂']]",3 months ago,45,es,NEG,-0.9698047298006713
@Minion1029,"Que buen video, jamás votaría por ella este video me abrió los ojos ️","['Que buen video, jamás votaría por ella este video me abrió los ojos ️', ['☺']]",3 months ago,34,es,POS,0.951897609513253
@yadiramagana1495,"Desde Irapuato Gto. Tierra de fresas y de GOBIERNOS FALLIDOS!!
Gracias x mostrarnos X QUIEN NO VOTAR!!","['Desde Irapuato Gto. Tierra de fresas y de GOBIERNOS FALLIDOS!!\nGracias x mostrarnos X QUIEN NO VOTAR!!', []]",3 months ago,97,es,NEG,-0.6306751295924187
@romanjimenez4053,Gracias  escorpión  hoy se que la oposición está derrotada Gracias a Dios por tanto dańo que le hicieron el maldito cartel de el pan y el maldito cartel de el pri a mi pobre méxico 🇲🇽,"['Gracias  escorpión  hoy se que la oposición está derrotada Gracias a Dios por tanto dańo que le hicieron el maldito cartel de el pan y el maldito cartel de el pri a mi pobre méxico 🇲🇽', ['🙏🏽', '🦂', '🐀', '💩', '🐀', '💩']]",3 months ago,352,es,NEG,-0.9379639071412385
@iampanesitowo778,Amo ver todos los comentarios y sabes que mi México ya no está ciego ni sordo :'),"[""Amo ver todos los comentarios y sabes que mi México ya no está ciego ni sordo :')"", []]",4 months ago,1K,es,POS,0.9427406466566026
@RJN95jacf,"Se nota la falsedad y las mentiras de esta persona, la evidenciaste cuando le preguntaste quien la había intentado matar, es un peligro esa tipa","['Se nota la falsedad y las mentiras de esta persona, la evidenciaste cuando le preguntaste quien la había intentado matar, es un peligro esa tipa', []]",3 months ago,20,es,NEG,-0.9660302298143506
@kampantewz822,Excelente escorpión! Ya sabemos por quien no votar,"['Excelente escorpión! Ya sabemos por quien no votar', []]",4 months ago,42,es,POS,0.5834694020450115
@ivanaguilartrujillo1997,Lo que me gustó fueron las caras de los de atrás así de como ya cállese señora con sus mentiras ,"['Lo que me gustó fueron las caras de los de atrás así de como ya cállese señora con sus mentiras ', ['😂']]",2 months ago,7,es,NEG,-0.4823795408010483
@user-mk8dr8yw2x,No me quiero imaginar la cara de lily  Téllez leyendo todos los comentarios  creo solo así se bajara de su nube y dejé de soñar despierta,"['No me quiero imaginar la cara de lily  Téllez leyendo todos los comentarios  creo solo así se bajara de su nube y dejé de soñar despierta', ['🤦', '🤦', '🤦', '🤦', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']]",4 months ago,358,es,NEU,-0.4048343114554882
@Kitty010312,"Gracias escorpión porque acabo de corroborar que esta mujer así es en todas sus modalidades, (sin cerebro, sin educación) gracias por abrir los ojos a más personas de como es esta mujer","['Gracias escorpión porque acabo de corroborar que esta mujer así es en todas sus modalidades, (sin cerebro, sin educación) gracias por abrir los ojos a más personas de como es esta mujer', ['😊']]",3 months ago (edited),40,es,POS,0.5809761434793472
@Alejandrolopez-df9gd,Su guarda espaldas por primera vez muriendose de risa atrás de la máscara ....,"['Su guarda espaldas por primera vez muriendose de risa atrás de la máscara ....', ['😅', '😂', '😂', '😂']]",3 months ago,71,es,NEU,0.11922986805438995
@rubenarroyo4266,La hubieras paseado en calles donde la gente la reconociera y con eso verificará su popularidad... ,"['La hubieras paseado en calles donde la gente la reconociera y con eso verificará su popularidad... ', ['😂']]",3 months ago,281,es,NEU,0.27275029569864273
@moisesbadillo5916, escorpion eres una mamada!!! Cromandola como tudn!!! Esta mujer demuestra que hay que votar por morena ,"[' escorpion eres una mamada!!! Cromandola como tudn!!! Esta mujer demuestra que hay que votar por morena ', ['😂', '😂', '😂', '😂', '❤', '❤', '❤']]",3 months ago,20,es,NEG,-0.8702420443296432
@fotosintesis1986,Imagínense a Martha Higareda y Lili Telles juntas al volante ,"['Imagínense a Martha Higareda y Lili Telles juntas al volante ', ['😂']]",3 months ago,194,es,NEU,-0.10729826986789703
@zurocha5361,Gracias Escorpión ! Permitiste que la señora dijera NADA y como siempre solo señalara ! Al panteón sus nulas aspiraciones,"['Gracias Escorpión ! Permitiste que la señora dijera NADA y como siempre solo señalara ! Al panteón sus nulas aspiraciones', []]",4 months ago,41,es,NEG,-0.9604038521647453
@alejandroarteaga5985,Téllez es la Alfredo Adame de la política.,"['Téllez es la Alfredo Adame de la política.', []]",3 months ago,292,es,NEG,-0.8188082352280617
@capitandelmiedo,"Vive en un mundo equivocado la Lilly , es como subir al Lobo de Caperucita Roja , hablando puras cosas buenas xD","['Vive en un mundo equivocado la Lilly , es como subir al Lobo de Caperucita Roja , hablando puras cosas buenas xD', []]",3 months ago,61,es,NEG,-0.560888022184372
@yannetherrera6458,"Gracias escorpión por subir a esta loca, ya se confirmo mi voto para morena","['Gracias escorpión por subir a esta loca, ya se confirmo mi voto para morena', []]",3 months ago,245,es,POS,0.6875109523534775
@aracelisantana4266,Yo si quiero que Lilly sea la candidata porque nadie va a votar por ella. ,"['Yo si quiero que Lilly sea la candidata porque nadie va a votar por ella. ', ['😂', '😂', '😂']]",3 months ago,56,es,NEG,-0.43089423328638077
@leonfenix,"X2 - Gracias Escorpión, me confirmas por quien NO VOTAR NUNCA","['X2 - Gracias Escorpión, me confirmas por quien NO VOTAR NUNCA', []]",3 months ago,4,es,NEU,0.3139353170990944
@oror81,Que diferente se comporta lili cuando esta medicada!!! De pena ajena cuando el PRIAN no la tome en cuenta.,"['Que diferente se comporta lili cuando esta medicada!!! De pena ajena cuando el PRIAN no la tome en cuenta.', []]",3 months ago,68,es,NEG,-0.9685800820589066
@gustavoramos2273,"Wow!!!  Me sorprende que alguien que se preocupa por los pobres , tenga una casa para ir a tirar flechitas!","['Wow!!!  Me sorprende que alguien que se preocupa por los pobres , tenga una casa para ir a tirar flechitas!', []]",4 months ago,26,es,NEG,-0.5625460892915726
@Christian_Gil,"Por primera vez se ve a esta mujer tranquila y aún así cae mal, gracias escorpión ya sabemos por quién no votar","['Por primera vez se ve a esta mujer tranquila y aún así cae mal, gracias escorpión ya sabemos por quién no votar', ['😉']]",4 months ago (edited),283,es,NEG,-0.581312321126461
@orlandoangulo6253,Gracias escorpion! Asi nos acabamos de sersiorar por quien no debemos de votar..,"['Gracias escorpion! Asi nos acabamos de sersiorar por quien no debemos de votar..', []]",3 months ago,82,es,NEG,-0.4143882021307945
@nohemiportillazuluaga3096,Gracias escorpión dorado me divertí mucho con Lili ahora sí se por quien no votar jajajaja invita más panistas para q se exhiban solitos,"['Gracias escorpión dorado me divertí mucho con Lili ahora sí se por quien no votar jajajaja invita más panistas para q se exhiban solitos', []]",3 months ago,746,es,POS,0.8878721762448549
@orlandobrito5945,"Quiero ver a Noroña, es al que más miedo le tienen","['Quiero ver a Noroña, es al que más miedo le tienen', []]",3 months ago,20,es,NEG,-0.9419530010782182
@fifi8987,"Jajajajajaja esa Adicta al perico salió más cómica que todos los payasos del planeta juntos jajajajajaja deveria de ser la jefa de los payasos del todo el planeta que chistes tan buenos cuenta , el escorpión se mordía los labios de que se quería reír jajajaja","['Jajajajajaja esa Adicta al perico salió más cómica que todos los payasos del planeta juntos jajajajajaja deveria de ser la jefa de los payasos del todo el planeta que chistes tan buenos cuenta , el escorpión se mordía los labios de que se quería reír jajajaja', ['😂', '😂', '🤡', '🤡', '🤣', '🤣', '🤣']]",4 months ago,61,es,POS,0.5483301505446434
@RobTray,"Apenas vi la peli ""La chica del tren"" la actriz es la indicada para interpretar a Lilly en alguna movie, además de su parecido, su inestabilidad, alucines ","['Apenas vi la peli ""La chica del tren"" la actriz es la indicada para interpretar a Lilly en alguna movie, además de su parecido, su inestabilidad, alucines ', ['😁', '👍']]",3 months ago,69,es,NEU,-0.4116489216685295
@rafarojas3117,Escorpión    neta que acabas de realizar la mejor entrevista a la hija del Chuky,"['Escorpión    neta que acabas de realizar la mejor entrevista a la hija del Chuky', ['🦂']]",3 months ago,172,es,POS,0.9386548902839422
@cesarmoreno9046,Es la mera comedia tellez y el escorpion se kgba de risa.,"['Es la mera comedia tellez y el escorpion se kgba de risa.', ['😂', '😂', '😂', '😂', '😂']]",2 months ago,8,es,NEG,-0.3973100632429123
@javierarciniega9052,Me gusta seguir a Lily Tellez porque me da muchísima risa su locura  está bien enferma,"['Me gusta seguir a Lily Tellez porque me da muchísima risa su locura  está bien enferma', ['😂']]",3 months ago,12,es,POS,0.7782354727387428
@robzap6796,En exclusiva Lily Tellez es amiga de dinosaurios (y ella pide quitar esa toma)  23:54,"['En exclusiva Lily Tellez es amiga de dinosaurios (y ella pide quitar esa toma)  23:54', ['😂', '😂', '😂']]",2 months ago,5,es,NEU,-0.07924413681030273
@MrAutocampos,"Hubiese sido excelente que la hubieses puesto a interactuar con la gente de a pie, para ver su gran aceptación","['Hubiese sido excelente que la hubieses puesto a interactuar con la gente de a pie, para ver su gran aceptación', []]",4 months ago,44,es,POS,0.9423380573280156
@alea.galicia,"Yo voto por que Lily sea la candidata de la oposición, se imaginan los debates, show va haber.","['Yo voto por que Lily sea la candidata de la oposición, se imaginan los debates, show va haber.', []]",3 months ago,44,es,NEU,0.13342559337615967
@chartyb3569,Ya sé por quién no votar gracias escorpión ️,"['Ya sé por quién no votar gracias escorpión ️', ['☺']]",4 months ago,326,es,POS,0.45013975352048874
@eulogiopimienta5113,"Ya se por quien no votar, felicidades escorpión","['Ya se por quien no votar, felicidades escorpión', []]",3 months ago,3,es,POS,0.6602762378752232
@tonallih,"Gracias Escorpion, perfilas a una mitomana entera, de pies a cabeza.","['Gracias Escorpion, perfilas a una mitomana entera, de pies a cabeza.', []]",3 months ago (edited),141,es,POS,0.8107129223644733
@claudiadiaz5478,"Me encantan los comentarios, que bueno gente que han abierto los ojos","['Me encantan los comentarios, que bueno gente que han abierto los ojos', []]",3 months ago,29,es,POS,0.9742699335329235
@Shadow-og6sy,"Se paso una vida combatiendo la corrupción, y ahora es parte de ellos ","['Se paso una vida combatiendo la corrupción, y ahora es parte de ellos ', ['😂', '😂', '😂', '🤡']]",3 months ago,467,es,NEG,-0.7669849842786789
@rositajuarezzirangua9825,Sabía que no votaría por la coalición de corruptos pero ahora estoy más que  convencida de NO hacerlo jaja,"['Sabía que no votaría por la coalición de corruptos pero ahora estoy más que  convencida de NO hacerlo jaja', []]",3 months ago,83,es,NEU,0.13906405866146088
@prof.pedrotadeo2285,Gracias Escorpión por subir a loca Tellez y saber que no votará nadie por ella,"['Gracias Escorpión por subir a loca Tellez y saber que no votará nadie por ella', []]",3 months ago,86,es,NEG,-0.6998771950602531
@kiddbelial4889,Jajajajajaja el escorpión me dejo más que claro por quien no votar ,"['Jajajajajaja el escorpión me dejo más que claro por quien no votar ', ['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']]",3 months ago,5,es,NEU,0.07805149257183075
@anapaty99,Queremos a Noroña alguien real,"['Queremos a Noroña alguien real', ['❤']]",3 months ago,24,es,NEG,-0.3791597783565521
@rafaelpacheco111,"Gracias Escorpión, ya se por quién no votar","['Gracias Escorpión, ya se por quién no votar', []]",3 months ago,3,es,POS,0.585895411670208
@georgewrestling2012,"Alito y Lili van a hacer algo que AMLO nunca podrá, acabar con el PRIAN JAJAJAJA","['Alito y Lili van a hacer algo que AMLO nunca podrá, acabar con el PRIAN JAJAJAJA', []]",3 months ago,19,es,NEG,-0.2895173132419586
@elchikis841,"Ahora sé por quién no voy a votar, gracias Escorpión ","['Ahora sé por quién no voy a votar, gracias Escorpión ', ['👏🏼', '👏🏼', '👏🏼']]",4 months ago,63,es,NEU,0.05813336372375488
@thekingcrimson3890,"Que gusto enorme me da leer los comentarios, enserio que gusto me da ... Gracias por mantenerse bien informados y no dejarse manipular por la guerra sucia de los medios de comunicación, aunque por ahí hay todavía uno que otro que con vergüenza y sinismo defienden a la oposición.","['Que gusto enorme me da leer los comentarios, enserio que gusto me da ... Gracias por mantenerse bien informados y no dejarse manipular por la guerra sucia de los medios de comunicación, aunque por ahí hay todavía uno que otro que con vergüenza y sinismo defienden a la oposición.', ['❤', '❤']]",3 months ago,36,es,POS,0.5529737621545792
@marcosanchez9762,"Vamos con la 4t ! Lili tellez te agradezco que te hayas pasado al prian , tu serás la encargada de sepultarlos","['Vamos con la 4t ! Lili tellez te agradezco que te hayas pasado al prian , tu serás la encargada de sepultarlos', []]",2 months ago,1,es,NEG,-0.7788103222846985
@iantapia608,"Grande escorpión, dandole una hora de desahogo a la loquita del centro ","['Grande escorpión, dandole una hora de desahogo a la loquita del centro ', ['👏', '👏', '👏']]",4 months ago,250,es,POS,0.9381595435552299
@dejavu4410,"Es excelente el Escorpión ya que entre broma y broma les saca los trapitos al sol y además de forma muuuy profesional ya que él sí es periodista y se nota, felicidades!!! aunque de todos modos ya sabíamos que votar por ella o por el PAN sería reverenda estupidez","['Es excelente el Escorpión ya que entre broma y broma les saca los trapitos al sol y además de forma muuuy profesional ya que él sí es periodista y se nota, felicidades!!! aunque de todos modos ya sabíamos que votar por ella o por el PAN sería reverenda estupidez', []]",2 months ago,12,es,POS,0.7668805718421936
@angelodejoshua,"¡Gracias Escorpión!, ahora sé por quien nunca votaré, ojalá sea la candidata, representa la traición, la estupidez de no presentar propuestas, la derecha religiosa pero que no ayuda al prójimo solo se la pasa criticando a lo tonto. 
Espero verla en la boleta de 2024 y que por fin sepulte a todos los partidos corruptos que la cobijan.","['¡Gracias Escorpión!, ahora sé por quien nunca votaré, ojalá sea la candidata, representa la traición, la estupidez de no presentar propuestas, la derecha religiosa pero que no ayuda al prójimo solo se la pasa criticando a lo tonto. \nEspero verla en la boleta de 2024 y que por fin sepulte a todos los partidos corruptos que la cobijan.', []]",3 months ago,182,es,NEG,-0.9616280710324645
@bigbensot,"felicidades Escorpion este fue uno de tus mejores videos, gracias por dar a conocer el tipo de alacran que es Lily Tellez","['felicidades Escorpion este fue uno de tus mejores videos, gracias por dar a conocer el tipo de alacran que es Lily Tellez', []]",3 months ago,164,es,POS,0.972372728632763
@tepuleazteca,Es el mejor ejemplo de la hipocresía. Un gran ejemplo para todos los estudiantes de actuación.,"['Es el mejor ejemplo de la hipocresía. Un gran ejemplo para todos los estudiantes de actuación.', []]",3 months ago (edited),562,es,POS,0.7577306553721428
@dulcefuriazzz..., me mato la exclusiva de la malagradecida ,"[' me mato la exclusiva de la malagradecida ', ['😂', '😂', '😂', '😂']]",3 months ago,19,es,NEG,-0.9728966886177659
@pedrosalazar4667,Gracias a Alex entendí que es mejor votar por un costal de papas que por Lili Tellez,"['Gracias a Alex entendí que es mejor votar por un costal de papas que por Lili Tellez', []]",4 months ago,11,es,NEU,0.011164218187332153
@juliovazquez820,"Creo que gracias a las redes sociales el pueblo esta tomando conciencia, aun hay mucha banda muy muy salvaje, pero definitivamente estamos avanzando.
Que viva mexico cabrones¡¡¡¡
recuerden el plan C","['Creo que gracias a las redes sociales el pueblo esta tomando conciencia, aun hay mucha banda muy muy salvaje, pero definitivamente estamos avanzando.\nQue viva mexico cabrones¡¡¡¡\nrecuerden el plan C', []]",3 months ago,4,es,POS,0.9290412026457489
@user-rw2hy4cs1e,Te va a faltar tiempo para leer  todo lo bonito que se expresan de ella ,"['Te va a faltar tiempo para leer  todo lo bonito que se expresan de ella ', ['😂', '😂', '😂', '😂']]",4 months ago,522,es,NEG,-0.44591958075761795
@helmermorales8582,"Tanta honestidad de Lilly Tellez, aquí habla como toda una capitalina y se le olvidó su tonadita sonorense. Si en esos mínimos detalles no es honesta, qué más nos espera.","['Tanta honestidad de Lilly Tellez, aquí habla como toda una capitalina y se le olvidó su tonadita sonorense. Si en esos mínimos detalles no es honesta, qué más nos espera.', []]",4 months ago,193,es,NEG,-0.9148807842284441
@carmenvigueras8862,Que martirio para ti Alex ...aguantar a esta mujer tan mentirosa y tan fuera de la realidad,"['Que martirio para ti Alex ...aguantar a esta mujer tan mentirosa y tan fuera de la realidad', []]",3 months ago,14,es,NEG,-0.9828593449201435
@maguicontrerasmtz3428,"Jajajajajajajaja
Gracias por compartir a la precandidata por quien México no votará en ningún momento.","['Jajajajajajajaja\nGracias por compartir a la precandidata por quien México no votará en ningún momento.', []]",2 months ago,3,es,POS,0.3397868350148201
@leonelreyna2165,Por que no hubo interacción de Lily con la gente así como los demás invitados?,"['Por que no hubo interacción de Lily con la gente así como los demás invitados?', []]",3 months ago,5,es,NEG,-0.6985460221767426
@jorge41597,Que bueno que aparezca en este programa para que tanta juventud vea que hay políticas huecas de la cabeza y que no son ni siquiera dignas de estar en senado,"['Que bueno que aparezca en este programa para que tanta juventud vea que hay políticas huecas de la cabeza y que no son ni siquiera dignas de estar en senado', []]",3 months ago,386,es,NEG,-0.9767041187733412
@cristianruiz5345,Ahora si solo vueltas y vueltas sobre paseos del Pedregal. Le hubieras dado una vuelta por el pueblo para ver si la quieren mucho ahora si mi escorpión creo que la peor caricatura de la política se subió con el Dios al volante. Excelente tu trabajo!!️️,"['Ahora si solo vueltas y vueltas sobre paseos del Pedregal. Le hubieras dado una vuelta por el pueblo para ver si la quieren mucho ahora si mi escorpión creo que la peor caricatura de la política se subió con el Dios al volante. Excelente tu trabajo!!️️', ['😂', '🎉', '😂', '🎉', '✌', '✌']]",4 months ago,99,es,NEG,-0.8430283255875111
@davo3070,"Que chido que esta entrevista le sirva a tantos jóvenes que están suscritos a tu canal para que vean la clase de persona (varias personalidades) que es esta señora, felicidadesss y graciassss","['Que chido que esta entrevista le sirva a tantos jóvenes que están suscritos a tu canal para que vean la clase de persona (varias personalidades) que es esta señora, felicidadesss y graciassss', []]",3 months ago,77,es,POS,0.977786323055625
@violetaxochipa2886,"Gracias Escorpión por el espacio que les das, ojalá nada más nosotros el público osea pueblo, seamos realmente concientes a qué dirección vamos. Ya vi también el de Claudia y Noroña, espero los demás aspirantes a la presidencia participen y muestren un poquito de humanidad, humildad, democracia y se sienta y se vea porque merecen la presidencia.","['Gracias Escorpión por el espacio que les das, ojalá nada más nosotros el público osea pueblo, seamos realmente concientes a qué dirección vamos. Ya vi también el de Claudia y Noroña, espero los demás aspirantes a la presidencia participen y muestren un poquito de humanidad, humildad, democracia y se sienta y se vea porque merecen la presidencia.', []]",3 months ago,,es,POS,0.8525874279439449
@itzivaldivieso1597,"De verdad que yo digo nunca hay que juzgar a una mujer, pero no puedo dejar de pensar que ella en serio está loca! Y que no la han tratado. ","['De verdad que yo digo nunca hay que juzgar a una mujer, pero no puedo dejar de pensar que ella en serio está loca! Y que no la han tratado. ', ['🥺']]",3 months ago,387,es,NEG,-0.8821903625503182
@musicosasoskarharkin3225,"Me parece perfecto, es la candidita indicada para esa coalición. ","['Me parece perfecto, es la candidita indicada para esa coalición. ', ['😎', '👍']]",3 months ago,1,es,POS,0.8933851076290011
@miklos3816,Un motivo más para no votar por ella y el prian,"['Un motivo más para no votar por ella y el prian', []]",4 months ago,28,es,NEG,-0.7983810305595398
@monicapena2471,"Gracias por este video escorpión, ahora tengo más que claro por quien NO votar jajajajaja","['Gracias por este video escorpión, ahora tengo más que claro por quien NO votar jajajajaja', []]",3 months ago,9,es,POS,0.8427028115838766
@teresastoll8782,Yo si le creo a ella . Una entrevista muy interesante. ,"['Yo si le creo a ella . Una entrevista muy interesante. ', ['❤']]",1 month ago,1,es,POS,0.9673296890687197
@chehuicho,gracias escorpion por ayudarme a decidir no votar por ella,"['gracias escorpion por ayudarme a decidir no votar por ella', []]",3 months ago,56,es,NEU,0.01641078293323517
@gibranmartinezcipres6457,Me hubiera gustado ver ese tipo de preguntas con Claudia Sheibaum,"['Me hubiera gustado ver ese tipo de preguntas con Claudia Sheibaum', []]",3 months ago,1,es,POS,0.4295352213084698
@pedrogonzalez8640,"Lily Tellez es el claro ejemplo de la oposicion, sera un gran espectaculo verla en campaña. De risa ","['Lily Tellez es el claro ejemplo de la oposicion, sera un gran espectaculo verla en campaña. De risa ', ['😂']]",4 months ago,235,es,POS,0.9212675550952554
@emmanuelgarridoportugal8399,"Está entrevista y la entrevista con marco cortes son las entrevistas más a modo que he visto.
Con eso va en picada el personaje del escorpión ","['Está entrevista y la entrevista con marco cortes son las entrevistas más a modo que he visto.\nCon eso va en picada el personaje del escorpión ', ['🦂']]",3 months ago,15,es,NEG,-0.7699830122292042
@angelg6382,Scorpion te felicito por enseñar en verdad las cosas por lo cual jóvenes y adultos mayores y todos los mexicanos no votar por Lili Telles sería la peor opción y dejar amuchas familias sin trabajo,"['Scorpion te felicito por enseñar en verdad las cosas por lo cual jóvenes y adultos mayores y todos los mexicanos no votar por Lili Telles sería la peor opción y dejar amuchas familias sin trabajo', []]",3 months ago,16,es,NEG,-0.8978870715945959
@bellsoll1696,Gracias Escorpión  jamás votaré por el PAN,"['Gracias Escorpión  jamás votaré por el PAN', ['🦂']]",3 months ago,12,es,NEG,-0.2914232462644577
@crcr2941,"Gracias escorpión, ahora más que nunca se por quien no voy a votar","['Gracias escorpión, ahora más que nunca se por quien no voy a votar', []]",3 months ago,16,es,POS,0.541197881102562
