username,comment,comment_and_emojis,date_comment,likes_comment,lang,emotion_comment,score_emotion
@victormendoza7634,Me encantan estos politicos que responden lo que ellos quieren  ,"['Me encantan estos politicos que responden lo que ellos quieren  ', ['😂', '😂', '😂']]",2 months ago,1,es,POS,0.8752051834017038
@loiszar8974,"Sube a Noroña, PelucheEn ElEstuche","['Sube a Noroña, PelucheEn ElEstuche', []]",3 months ago,78,es,NEG,-0.6648665443062782
@raztitampc,"Apenas los estoy empezando a ver y creo que en efecto, Luisito comunica sigue siendo la más apretada.","['Apenas los estoy empezando a ver y creo que en efecto, Luisito comunica sigue siendo la más apretada.', []]",7 months ago,139,es,NEU,0.1273885816335678
@imagina77,"Escenarios en los que no se espera ver a una presidenciable pero que, es bueno abrirse a todo mundo se agradece refrescar los espacios y no sólo en los grandes medios","['Escenarios en los que no se espera ver a una presidenciable pero que, es bueno abrirse a todo mundo se agradece refrescar los espacios y no sólo en los grandes medios', []]",6 months ago,16,es,POS,0.8802317371591926
@LuisAngel-vf2rn,"Jajajajaja En la plaza de santo domingo ofrecen documentos falsificados, como títulos, INE, Pasaportes etc etc... y el Escorpión hablando sobre comprar una tesis con Claudia.  ","['Jajajajaja En la plaza de santo domingo ofrecen documentos falsificados, como títulos, INE, Pasaportes etc etc... y el Escorpión hablando sobre comprar una tesis con Claudia.  ', ['🤣', '🤣', '😂']]",6 months ago (edited),46,es,NEG,-0.8025187291204929
@PatriciaLopez-nq4ds,Jajajajajaja ese escorpión no perdona no a la Jefa de Gobierno ,"['Jajajajajaja ese escorpión no perdona no a la Jefa de Gobierno ', ['🤣', '🤣', '🤣', '🤣']]",6 months ago,8,es,NEG,-0.43459587544202805
@TheUhggo,Próximamente el escorpión en las mañaneras en primera fila junto a lord molécula ,"['Próximamente el escorpión en las mañaneras en primera fila junto a lord molécula ', ['😂', '😂', '😂']]",6 months ago,1K,es,NEU,-0.010572046041488647
@Ernesto10VenadoM,"Como se nota que eres fan de lex Montiel, lo admiras tanto que hasta te hiciste los mimos tatuajes que el","['Como se nota que eres fan de lex Montiel, lo admiras tanto que hasta te hiciste los mimos tatuajes que el', []]",5 months ago,12,es,POS,0.9561910862103105
@josegalarza9026,CLAUDIA  NO VALLA A TRAISIONAR AL PUEBLO MEXICANO 🇲🇽🇲🇽 GOD BLESS MEXICO 🇲🇽 🇲🇽🇲🇽🇲🇽,"['CLAUDIA  NO VALLA A TRAISIONAR AL PUEBLO MEXICANO 🇲🇽🇲🇽 GOD BLESS MEXICO 🇲🇽 🇲🇽🇲🇽🇲🇽', ['🙏', '🙏', '🙏']]",5 months ago,28,es,NEG,-0.5390783250331879
@TheLauris91,"Nunca la había visto reir tanto, a Sheinbaum jajaja","['Nunca la había visto reir tanto, a Sheinbaum jajaja', []]",7 months ago,156,es,NEG,-0.27125635743141174
@skoll4350,"jajaja la verdad no soy de México y conozco a la señora por el el programa de chumel torres, y pues se portó mejor que Luisito y posiblemente mejor que Ibai ","['jajaja la verdad no soy de México y conozco a la señora por el el programa de chumel torres, y pues se portó mejor que Luisito y posiblemente mejor que Ibai ', ['🤣', '🤣', '🤣']]",6 months ago,12,es,POS,0.8294842578470707
@hermilotorrado6565,"Buena serie, haber cuantos aceptan es bueno verlos fuera de sus oficinas haber como interaccionan.","['Buena serie, haber cuantos aceptan es bueno verlos fuera de sus oficinas haber como interaccionan.', []]",6 months ago,22,es,POS,0.9439502288587391
@corazondehierro2,Ya sube la parte 3 con Noroña. Porfavor.,"['Ya sube la parte 3 con Noroña. Porfavor.', []]",3 months ago,61,es,NEU,-0.2487129122018814
@hugopacheco452,Muy buen video  más como estos,"['Muy buen video  más como estos', ['👌']]",6 months ago,11,es,POS,0.972954940283671
@OscarLopez1,buena mi estimado exelente entrevista .,"['buena mi estimado exelente entrevista .', []]",6 months ago,7,es,POS,0.9576184283941984
@danieliusleks3064,cuando el poli vio a la jefa de gobierno se le bajó la presión JAJAJAJAJA,"['cuando el poli vio a la jefa de gobierno se le bajó la presión JAJAJAJAJA', []]",7 months ago,2.5K,es,NEG,-0.5465678870677948
@viridianagualito,"Yo quisiera circular en el centro como lo hizo el escorpión, excelente escenificación ","['Yo quisiera circular en el centro como lo hizo el escorpión, excelente escenificación ', ['😬', '👌']]",6 months ago,173,es,POS,0.6679475400596857
@Pinaudiovisuales,"Propongo que la Nueva Imagen del metro sea con decoración de una serpiente emplumado, se vería muy chido viajando en toda la.ciudad","['Propongo que la Nueva Imagen del metro sea con decoración de una serpiente emplumado, se vería muy chido viajando en toda la.ciudad', []]",6 months ago,27,es,POS,0.7658428940922022
@waynestatic2218,"Toda la entrevista con agenda, Claudia sabe para dónde va el Escorpión, por eso se subió. Mucha diferencia a la que le hizo a Meade. Todas las preguntas que hace están diseñadas para dejar bien parada a Claudia…","['Toda la entrevista con agenda, Claudia sabe para dónde va el Escorpión, por eso se subió. Mucha diferencia a la que le hizo a Meade. Todas las preguntas que hace están diseñadas para dejar bien parada a Claudia…', []]",5 months ago,3,es,NEU,0.1908949762582779
@pedrovalencia201,Estuvo peluche en el estuche cada cuando sales está chévere,"['Estuvo peluche en el estuche cada cuando sales está chévere', []]",6 months ago,6,es,POS,0.9015794824808836
@orlando_neves,"Estoy espectante al vídeo de escorpión con Ibai, siento que va a ser algo espectacular ️️️️","['Estoy espectante al vídeo de escorpión con Ibai, siento que va a ser algo espectacular ️️️️', ['❤', '❤', '❤', '❤']]",6 months ago,26,es,POS,0.9488855828531086
@bellota_94,Ya lo esperaba con ansias para ver cómo reacciona Claudia a tus preguntas ,"['Ya lo esperaba con ansias para ver cómo reacciona Claudia a tus preguntas ', ['😌']]",7 months ago,60,es,NEU,0.44545694068074226
@miguelangelgarciajuarez1634,Que entrevista tan a modo. Bien esquirol dorado!!!,"['Que entrevista tan a modo. Bien esquirol dorado!!!', []]",5 months ago,6,es,POS,0.8468598984181881
@karlaespinosa6083,Deberías de subir a todos los futuros cándidatos,"['Deberías de subir a todos los futuros cándidatos', []]",6 months ago,17,es,NEU,-0.1439308077096939
@pedroirigoyen6566,Sube al presidente al carro invitenlo !,"['Sube al presidente al carro invitenlo !', []]",3 months ago,27,es,NEU,0.16896536201238632
@akarel2786,Me encanta esta señora ,"['Me encanta esta señora ', ['❤']]",6 months ago,4,es,POS,0.9256606604903936
@ojupomadrigal6906,Eres la favorita claudia usted o Marcelo saludos desde fresno California,"['Eres la favorita claudia usted o Marcelo saludos desde fresno California', []]",3 months ago,,es,POS,0.5034916754812002
@ingridcorral2292,"Me encanto ver a la gobernadora Claudia , sencilla muy amable y muy luchona , madruga mucho para estar a tiempo. Ojalá quede de presidenta de México 🇲🇽","['Me encanto ver a la gobernadora Claudia , sencilla muy amable y muy luchona , madruga mucho para estar a tiempo. Ojalá quede de presidenta de México 🇲🇽', ['👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍', '👍']]",6 months ago,2,es,POS,0.9685123707167804
@yenermunoz2105,El escorpión suelto en las mañaneras denle like para que lo haga ,"['El escorpión suelto en las mañaneras denle like para que lo haga ', ['👏🏻', '👏🏻', '👏🏻', '👏🏻', '👏🏻']]",6 months ago,31,es,NEU,0.1753849908709526
@osvaldocastillovallin5688,Que buen contenido escorpión si nada de malas vibras solo 2 de las personas más queridas por mexico platicando y alimentando el chisme de nosotros que nos gusta verte. Sigue haciendo contenido así y mucho éxito.,"['Que buen contenido escorpión si nada de malas vibras solo 2 de las personas más queridas por mexico platicando y alimentando el chisme de nosotros que nos gusta verte. Sigue haciendo contenido así y mucho éxito.', []]",5 months ago,2,es,POS,0.9767263690009713
@teresagarcia6746,"Que cambios ver que la gente saluda con tanto gusto a un político, pero además que un político se deja ver y se acerca a la gente sin temor, sabiendo que si no ha hecho todo, lo que hay, lo ha hecho de lo mejor.","['Que cambios ver que la gente saluda con tanto gusto a un político, pero además que un político se deja ver y se acerca a la gente sin temor, sabiendo que si no ha hecho todo, lo que hay, lo ha hecho de lo mejor.', []]",6 months ago,35,es,POS,0.9621051978319883
@joseclemente4592,La cara del poli cuando vio a la jefa ,"['La cara del poli cuando vio a la jefa ', ['😂']]",7 months ago,896,es,NEU,-0.07002438604831696
@carlagarcia6248,Me encantó la entrevista!!!!,"['Me encantó la entrevista!!!!', []]",6 months ago,5,es,POS,0.9750947058200836
@alexissolis8419,Que no se pierda la costumbre de decir que luisito fue la mas apretada jajaja,"['Que no se pierda la costumbre de decir que luisito fue la mas apretada jajaja', []]",6 months ago,17,es,POS,0.5509971082210541
@VicenteMelo.-dj8wi, Les envío un fuerte abrazo y un saludo desde Ixhuatlan del café Veracruz México. Y Estoy con Claudia Sheinban hasta el fin estoy contigo. ,"[' Les envío un fuerte abrazo y un saludo desde Ixhuatlan del café Veracruz México. Y Estoy con Claudia Sheinban hasta el fin estoy contigo. ', ['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']]",2 months ago,,es,POS,0.731123011559248
@almarosasolisbojorquez1868,"Te dió poco tiempo, suficiente. Se agradece! Por favor! Con las demás corcholatas! Después de esto, irán sin duda. no te pongas nervioso!! ️️🇲🇽","['Te dió poco tiempo, suficiente. Se agradece! Por favor! Con las demás corcholatas! Después de esto, irán sin duda. no te pongas nervioso!! ️️🇲🇽', ['🗳', '🕊']]",6 months ago,7,es,POS,0.5146523714065552
@rico879,Con ésta sí te abrió Escorpión....!,"['Con ésta sí te abrió Escorpión....!', []]",4 days ago,1,es,NEU,0.3327624872326851
@MiguelSilva-vq6qe,Usen este comentario para decirle al escorpion que una de las partes favoritas es cuando interactua con la gente,"['Usen este comentario para decirle al escorpion que una de las partes favoritas es cuando interactua con la gente', []]",7 months ago,70,es,POS,0.6049310332164168
@josueherrera4425,"@PelucheEn El Estuche
 Que el próximo al volante sea con Gerardo Fernández Noroña
Like para q lo vea y lo suba!!","['@PelucheEn El Estuche\n Que el próximo al volante sea con Gerardo Fernández Noroña\nLike para q lo vea y lo suba!!', []]",6 months ago (edited),38,es,NEU,0.2903016209602356
@eliezergarcia9149,"Grande Alex Lora, qué humildad","['Grande Alex Lora, qué humildad', []]",6 months ago,18,es,POS,0.9107975699007511
@Deloryanoficial,Que chingon haber ido a la oficina,"['Que chingon haber ido a la oficina', []]",2 months ago,,es,POS,0.9558933656662703
@hemujeda1,"Señor Alex Montiel yo se que es su canal su trabajo y puede realizarlo de la manera en que usted decida y nosotros somos afortunados de poder disfrutar sus entrevista, pero de verdad pensé que seguiría la misma línea a la que nos tenía acostumbrados, tal vez ese día solo no fue un día, pero si pareció que se contuvo mucho y no la atacó y si pareció más una entrevista a modo cuando habia muchos temas importantes que le pudo a sacar más cuando siempre ha dicho que su personaje está basado en las personas que tiran hate y q todo cuestionan, pero si se noto muy diferente a lo que nos tenía acostumbrados pero al final usted obtiene sus vistas y sigue monetizando, saludos y este comentario fue con todo respeto, esperemos que se hagan otras a político y vuelva a su línea original, Claudia ya tiene suficiente apoyo de AMLO mejor vamos a lo que sigue","['Señor Alex Montiel yo se que es su canal su trabajo y puede realizarlo de la manera en que usted decida y nosotros somos afortunados de poder disfrutar sus entrevista, pero de verdad pensé que seguiría la misma línea a la que nos tenía acostumbrados, tal vez ese día solo no fue un día, pero si pareció que se contuvo mucho y no la atacó y si pareció más una entrevista a modo cuando habia muchos temas importantes que le pudo a sacar más cuando siempre ha dicho que su personaje está basado en las personas que tiran hate y q todo cuestionan, pero si se noto muy diferente a lo que nos tenía acostumbrados pero al final usted obtiene sus vistas y sigue monetizando, saludos y este comentario fue con todo respeto, esperemos que se hagan otras a político y vuelva a su línea original, Claudia ya tiene suficiente apoyo de AMLO mejor vamos a lo que sigue', []]",6 months ago,2,es,POS,0.31943920254707336
@joel_mzj,Qué buena entrevista. Cuándo la transmitirán por Televisa con Galilea Montijo y Andrea Legarreta.,"['Qué buena entrevista. Cuándo la transmitirán por Televisa con Galilea Montijo y Andrea Legarreta.', []]",6 months ago,2,es,POS,0.6372024398297071
@lumi2330,"""No uses el celular mientras manejas, los policías te van a parar""  si el Escorpión es muy respetuoso de las leyes de tránsito y los polis ""peluche en el estu... Ah jefa"" ","['""No uses el celular mientras manejas, los policías te van a parar""  si el Escorpión es muy respetuoso de las leyes de tránsito y los polis ""peluche en el estu... Ah jefa"" ', ['😂', '😂', '😂', '😅', '😂', '😂', '😂']]",7 months ago (edited),381,es,NEG,-0.7893566880375147
@miguelencarnacionmoyao2002,Gracias Claudia y muy bien escorpión dorado,"['Gracias Claudia y muy bien escorpión dorado', []]",6 months ago,5,es,POS,0.9569846782833338
@fabsfabi1961,"Yo espero que la  involucrada en esta entrevista este pendiente de lo que la gente comenta al final del día  es un gran medio para conocer lo que los ciudadanos comentan de su gestión 

Pero escorpión debería pasarle mi datonde los botes de basura","['Yo espero que la  involucrada en esta entrevista este pendiente de lo que la gente comenta al final del día  es un gran medio para conocer lo que los ciudadanos comentan de su gestión \n\nPero escorpión debería pasarle mi datonde los botes de basura', []]",6 months ago,4,es,NEU,0.12927450984716415
@ChloeMaBelle, la amé ,"[' la amé ', ['❤', '😊']]",3 months ago,9,es,NEU,0.12653334438800812
@erickrpadilla8423,"Claudia no había escuchado nunca la canción y sabe hasta quién la compuso JAJAJA, buena política","['Claudia no había escuchado nunca la canción y sabe hasta quién la compuso JAJAJA, buena política', []]",6 months ago,164,es,POS,0.6943202391266823
@prime_time_youtube,Excelente entrevista para el canal del Chapucero. Felicidade$$$!,"['Excelente entrevista para el canal del Chapucero. Felicidade$$$!', []]",6 months ago,60,es,POS,0.9192562596872449
@joseluisn6888,Estubo chido lo de los polis  jaja se les bajó la presión  nuestra nueva presidenta awewo ,"['Estubo chido lo de los polis  jaja se les bajó la presión  nuestra nueva presidenta awewo ', ['😅', '😂', '😂', '🤣', '😂', '🤣', '😂', '😇', '👌', '🤠']]",6 months ago,18,es,POS,0.936364765278995
@manosvidayamora.c.5995,Buenísimo !!!!,"['Buenísimo !!!!', []]",5 months ago,5,es,POS,0.8425819184631109
@valeriaabigaillopezmiranda2260,Me encanta la marca Shein jajaja ,"['Me encanta la marca Shein jajaja ', ['❤']]",5 months ago,2,es,POS,0.9306303225457668
@indioandaluz,La amo a esa señora,"['La amo a esa señora', []]",3 months ago,,es,POS,0.8344563413411379
@Alex1901100,"Qué embajada va a querer mi Escorpión?? 
Después de tal lamida de patas ya se la ganó jajaja","['Qué embajada va a querer mi Escorpión?? \nDespués de tal lamida de patas ya se la ganó jajaja', ['🤣']]",6 months ago,4,es,NEU,0.0010069310665130615
@oscarbernal2067,Que buena entrevista mi escorpión......,"['Que buena entrevista mi escorpión......', []]",6 months ago,6,es,POS,0.9679843299090862
@JorgeCastillo-pf1cq,Próximamente el escorpion en las mañaneras en primera fila junto a lord molécula,"['Próximamente el escorpion en las mañaneras en primera fila junto a lord molécula', []]",7 months ago,2.1K,es,NEU,-0.014656633138656616
@lagrimitarioz9277,Muy buena entrevista  la jefa de gobierno muy amable y muy divertida me gusto,"['Muy buena entrevista  la jefa de gobierno muy amable y muy divertida me gusto', ['👍']]",6 months ago,3,es,POS,0.9750456803012639
@fernandoalejandro8042,"Uff nada mejor que ver campañas electorales antes de que sea legal hacerlo, vales mucho doraemon.","['Uff nada mejor que ver campañas electorales antes de que sea legal hacerlo, vales mucho doraemon.', []]",6 months ago (edited),154,es,POS,0.9671245680656284
@wonderwick4312,Es la segunda vez que veo este video ,"['Es la segunda vez que veo este video ', ['😊']]",4 months ago,2,es,NEU,-0.1587025448679924
@davmj303,"Que buena entrevista a modo, y buen comercial para la jefa de gobierno, así se hace escorpión pensé que eras grande","['Que buena entrevista a modo, y buen comercial para la jefa de gobierno, así se hace escorpión pensé que eras grande', []]",6 months ago,1,es,POS,0.9489077981561422
@maggiegz62,"Me gustó la entrevista, pero muy cortita. Espero la segunda parte después de la boda ","['Me gustó la entrevista, pero muy cortita. Espero la segunda parte después de la boda ', ['😅', '❤', '😊']]",5 months ago,7,es,POS,0.8646907401271164
@carloslc1904,La cara del poli cuando vio ala jefa ,"['La cara del poli cuando vio ala jefa ', ['😂']]",7 months ago,156,es,NEU,-0.03783629834651947
@SM-ds6ch,Escorpión dándose prisa por sacar la entrevista con Ibai y todos se olviden de que vendió la entrevista ,"['Escorpión dándose prisa por sacar la entrevista con Ibai y todos se olviden de que vendió la entrevista ', ['😂', '😂']]",6 months ago,563,es,NEG,-0.6873849583789706
@pacopacorro,Esa “mi Claudia Sheinbaum”…Que Chida entrevista /cotorreo! Tienes q entrevistar a “Fernandez Noroña”. Ese vato es la pura vitamina! El RATING se va a DISPARAR! Fernández Noroña es “la bomba !!!,"['Esa “mi Claudia Sheinbaum”…Que Chida entrevista /cotorreo! Tienes q entrevistar a “Fernandez Noroña”. Ese vato es la pura vitamina! El RATING se va a DISPARAR! Fernández Noroña es “la bomba !!!', ['💣', '🧨']]",3 months ago,11,es,POS,0.9092458840459585
@ismaelmorales9098,"Tiene mas vistas la entrevista de Claudia que la entrevista de Noroña, ya gano Claudia jajaja","['Tiene mas vistas la entrevista de Claudia que la entrevista de Noroña, ya gano Claudia jajaja', []]",1 month ago,,es,NEU,0.2689937502145767
@jonathanj.chavezplatas2441,16:10 Esto quedaría como un excelente meme jajajajaja,"['16:10 Esto quedaría como un excelente meme jajajajaja', []]",6 months ago,17,es,POS,0.5851963357999921
@reyesreyes5127,Eso es todo escorpión quiero que lleves a noroña y  a marcelo,"['Eso es todo escorpión quiero que lleves a noroña y  a marcelo', []]",5 months ago (edited),19,es,NEU,-0.019111230969429016
@EowynIsengard,La secretaria de Claudia ya tiene su tienda para vender en la oficina .... Que no se pierda esa costumbre jajaja,"['La secretaria de Claudia ya tiene su tienda para vender en la oficina .... Que no se pierda esa costumbre jajaja', []]",6 months ago (edited),71,es,POS,0.8353468105196953
@osvaldocastellanossanchez4577,"Pinche alex que buen trabajo, gracias por tu contendio!","['Pinche alex que buen trabajo, gracias por tu contendio!', []]",6 months ago,4,es,POS,0.973608345258981
@juanfranciscorealrojano8055,"Dile a Alex Lora que la próxima vez lleve la guitarra, por favor","['Dile a Alex Lora que la próxima vez lleve la guitarra, por favor', []]",6 months ago,63,es,NEU,-0.03753085434436798
@herschelkrustofsky3399,"Porque le cortas cuando se ríe del chiste de la pájara pegui jajajajajajaja casi no se nota tu inclinación 

A mí me cae chido la Claudia","['Porque le cortas cuando se ríe del chiste de la pájara pegui jajajajajajaja casi no se nota tu inclinación \n\nA mí me cae chido la Claudia', ['😅']]",6 months ago,10,es,NEG,-0.26314955949783325
@isaacavalos6989,"Te mamaste escorpión, estuvo poca madre el vídeo ","['Te mamaste escorpión, estuvo poca madre el vídeo ', ['👏🏾']]",6 months ago,5,es,NEG,-0.6238997280597687
@rodolfochema7790,Escorpion para la mañanera!!!! Que se arme ,"['Escorpion para la mañanera!!!! Que se arme ', ['🔥', '🤯']]",6 months ago,2,es,POS,0.5484606642276049
@chuchorosas1393,Padrisima tu entrevista A MODO... SE VEIA VENIR,"['Padrisima tu entrevista A MODO... SE VEIA VENIR', []]",6 months ago,317,es,POS,0.962591624353081
@untaloskrayala7273,"Después de tanto tormento respecto al metro y su campaña, lo lógico es caer bien ante todos de esta manera. Bien jugado ahí","['Después de tanto tormento respecto al metro y su campaña, lo lógico es caer bien ante todos de esta manera. Bien jugado ahí', []]",6 months ago,,es,POS,0.7678313665091991
@subzero65100,"Este video es la mejor opción para demostrar que el Escorpión ya dejó sus inicios.

Se supone que el personaje del Escorpión Dorado era personificar a los haters de alguien, para así, ese alguien poder contestarles a todos los haters por medio del Escorpión. Así fue en un principio pero conforme se sube más gente al volante que no conoce el Escorpión cambia su forma de ser y termina como en esta entrevista, casi idolatrando al invitado en vez de darles la oportunidad de contestarles a sus haters y hasta desahogarse.","['Este video es la mejor opción para demostrar que el Escorpión ya dejó sus inicios.\n\nSe supone que el personaje del Escorpión Dorado era personificar a los haters de alguien, para así, ese alguien poder contestarles a todos los haters por medio del Escorpión. Así fue en un principio pero conforme se sube más gente al volante que no conoce el Escorpión cambia su forma de ser y termina como en esta entrevista, casi idolatrando al invitado en vez de darles la oportunidad de contestarles a sus haters y hasta desahogarse.', []]",6 months ago (edited),2,es,NEU,-0.1086554154753685
@impactoespacios5942,Por favor Jefa SHEINBAUM queremos compartir información  con la COMUNIDAD JUDÍA ,"['Por favor Jefa SHEINBAUM queremos compartir información  con la COMUNIDAD JUDÍA ', ['ℹ', '❤']]",6 months ago,1,es,NEU,-0.15660607814788818
@hectoravila4170,"Les invito a ver el video de Pacasso. Se pudo preguntar mucho más y la verdad ha sido más directo, ácido e hijuepu con otros el Escorpión.  La leyenda ha caído. Si puede limpiar lo que hizo en este video, espero que sea pronto.","['Les invito a ver el video de Pacasso. Se pudo preguntar mucho más y la verdad ha sido más directo, ácido e hijuepu con otros el Escorpión.  La leyenda ha caído. Si puede limpiar lo que hizo en este video, espero que sea pronto.', []]",6 months ago,2,es,POS,0.8987751053646207
@eduardocarlinjuarez6621,Ahora hace falta Marcelo junto al escorpión.,"['Ahora hace falta Marcelo junto al escorpión.', []]",6 months ago,16,es,NEU,-0.12713366746902466
@huesitosluna5338,Me llego la notificación y en cortinas a ver el show jajaj eres un loquillo escorpión   jajaja soy tu fans mamon huevos  ,"['Me llego la notificación y en cortinas a ver el show jajaj eres un loquillo escorpión   jajaja soy tu fans mamon huevos  ', ['🦂', '🥚']]",7 months ago,41,es,POS,0.9054587194696069
@mirnasoto8336,"Ay escorpión, casi logras verte imparcial. Sigue intentándolo, con practica lo lograrás ","['Ay escorpión, casi logras verte imparcial. Sigue intentándolo, con practica lo lograrás ', ['👍🏼']]",6 months ago,6,es,POS,0.9551998148672283
@mitzybruno7328,"Buenísimo video, eres Grande ESCORPIÓN!","['Buenísimo video, eres Grande ESCORPIÓN!', []]",6 months ago,2,es,POS,0.9651134614832699
@hidekelrm5217,"No entendí muchas cosa, no se si es porque soy muy joven o muy Mensa xD
Me reí mucho","['No entendí muchas cosa, no se si es porque soy muy joven o muy Mensa xD\nMe reí mucho', []]",5 months ago,1,es,NEG,-0.6284157428890467
@alejandrovargas7800,"Fue escorpión al volante o fue mañanera; te faltó como a candidatos pasados, sacarles más","['Fue escorpión al volante o fue mañanera; te faltó como a candidatos pasados, sacarles más', []]",6 months ago,24,es,NEG,-0.6554010938853025
@humbertoarellano2725,Eres un chingon,"['Eres un chingon', []]",2 months ago,,es,POS,0.9358772290870547
@jaimeespindola4091,Mis respetos escorpión son muy cabrones,"['Mis respetos escorpión son muy cabrones', []]",6 months ago,,es,NEG,-0.6183180510997772
@JeffNeroTK,Ya quiero que salga el capitulo con Ibai.!!,"['Ya quiero que salga el capitulo con Ibai.!!', []]",7 months ago,198,es,POS,0.6177169214934111
@josemabonales,"Shot por cada que Sheinbaum dice ""Imagínate""","['Shot por cada que Sheinbaum dice ""Imagínate""', []]",6 months ago,3,es,NEU,-0.3244987726211548
@rodrigorodriguez3512,Me cayó con madre !,"['Me cayó con madre !', []]",6 months ago,5,es,POS,0.9181040488183498
@alejandragomezrivas8687,Cuanto hace Claudia de su casa a su oficina?? Pues cuando va a trabajar y se levanta a las 4:30  llega temprano,"['Cuanto hace Claudia de su casa a su oficina?? Pues cuando va a trabajar y se levanta a las 4:30  llega temprano', []]",6 months ago,1,es,NEG,-0.5543021410703659
@aingeniero,"Que bueno que el Alex ,asegura el futuro de sus hijos con dinero y no con honestidad y el buen ejemplo, habra mas rateros politicos y corrumpos en la siguiente epoca con el apellido Montiel","['Que bueno que el Alex ,asegura el futuro de sus hijos con dinero y no con honestidad y el buen ejemplo, habra mas rateros politicos y corrumpos en la siguiente epoca con el apellido Montiel', []]",6 months ago,34,es,NEG,-0.9129724279046059
@luisvanquiroz5444,De seguro estuvo un poli cerca del Escorpión Dorado para protegerla ,"['De seguro estuvo un poli cerca del Escorpión Dorado para protegerla ', ['😁', '😁', '😁']]",6 months ago,,es,NEU,0.016769662499427795
