username,comment,comment_and_emojis,date_comment,likes_comment,lang,emotion_comment,score_emotion
@eskarletsanchezdelgado5082,"Este mexicano ama nuestro país y su lucha ha sido permanente y congruente, es mi gallo.","['Este mexicano ama nuestro país y su lucha ha sido permanente y congruente, es mi gallo.', []]",2 months ago,45,es,POS,0.9577272916212678
@ErikaRamirez-dd9zg,Es un placer escuchar a este señor,"['Es un placer escuchar a este señor', []]",2 months ago,110,es,POS,0.9699661990161985
@roegamer248,"Jajajaja la mejor entevista de los pre candidatos de lejos, espero una segunda parte.","['Jajajaja la mejor entevista de los pre candidatos de lejos, espero una segunda parte.', []]",2 months ago,26,es,POS,0.8888140865601599
@miklos3816,Este es el bueno Noroña para próximo presidente de México 🇲🇽,"['Este es el bueno Noroña para próximo presidente de México 🇲🇽', []]",3 months ago,224,es,NEU,0.1672462522983551
@normaperez8503,Para mi es el mas valioso habla con la verdad y argumenta con valentía muy decidido.,"['Para mi es el mas valioso habla con la verdad y argumenta con valentía muy decidido.', ['👏🏻', '👏🏻']]",2 months ago,112,es,POS,0.9390529268421233
@santiagosalgado7800,Estuvo chingona la entrevista amerita una segunda parte.,"['Estuvo chingona la entrevista amerita una segunda parte.', []]",2 months ago,81,es,POS,0.9600954228080809
@cosmearmas,"Excelente opción como candidato, esperamos ver como se desarrolla su campaña, las propuestas que tenga y que AMLO no lo haga a un lado.","['Excelente opción como candidato, esperamos ver como se desarrolla su campaña, las propuestas que tenga y que AMLO no lo haga a un lado.', []]",2 months ago,38,es,POS,0.8656889218837023
@horaciocastanedamontes100,Es un honor estar con el Lic Noroña para relevó del compañero presidente!,"['Es un honor estar con el Lic Noroña para relevó del compañero presidente!', ['🎉']]",2 months ago,146,es,POS,0.9558800728991628
@rubenlara4437,Queremos a Noroña para muchos años,"['Queremos a Noroña para muchos años', []]",2 months ago,28,es,NEG,-0.29688577353954315
@obnielolguin2658,"Te rifaste escorpión
Vas a subir en vistas 
Está entrevista va a ser la.mejor que tengas 
Bien por Noroña ","['Te rifaste escorpión\nVas a subir en vistas \nEstá entrevista va a ser la.mejor que tengas \nBien por Noroña ', []]",3 months ago,233,es,POS,0.9686792101711035
@gerardoosorio1531,"No conocía al Sr. Noroña pero me pareció alguien muy real y centrado, con intereses claros. No soy mucho de política sin embargo por el quiero conocer un poco más a los candidatos","['No conocía al Sr. Noroña pero me pareció alguien muy real y centrado, con intereses claros. No soy mucho de política sin embargo por el quiero conocer un poco más a los candidatos', []]",2 months ago,111,es,POS,0.9087397335097194
@plebillosdelrancho,Todo mi apoyo asi como en todo Sinaloa hay mucha gente con sus carros con apoyo para Noroña proximo presidente,"['Todo mi apoyo asi como en todo Sinaloa hay mucha gente con sus carros con apoyo para Noroña proximo presidente', []]",2 months ago,147,es,POS,0.5691454038023949
@andreatiki9509,"ME TOME TIEMPO PARA LEER LOS COMENTARIOS, Y ME DA GUSTO VER, QUE POR FIN EL PUEBLO DE MÉXICO SABE QUE SU VOTO VALE !!
QUE ES COMO LOS CALZONES........NO A CUALQUIERA SE LOS DAMOS !!","['ME TOME TIEMPO PARA LEER LOS COMENTARIOS, Y ME DA GUSTO VER, QUE POR FIN EL PUEBLO DE MÉXICO SABE QUE SU VOTO VALE !!\nQUE ES COMO LOS CALZONES........NO A CUALQUIERA SE LOS DAMOS !!', []]",2 months ago,17,es,POS,0.9399239486083388
@RETROPICAL01,Excelente vamos con el compañero Noroña ,"['Excelente vamos con el compañero Noroña ', ['👍']]",2 months ago,19,es,POS,0.8100317046046257
@user-zq1nq8fs2s,"El pueblo decide, Noroña es el que sigue.","['El pueblo decide, Noroña es el que sigue.', ['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']]",2 months ago,5,es,NEU,0.21394957602024078
@catherinetoledo3704,Super entrevista es una persona que viene luchando por todos nosotros.,"['Super entrevista es una persona que viene luchando por todos nosotros.', []]",2 months ago,31,es,POS,0.9286528946831822
@susanadriana7904,"La continuidad de la 4t necesita la fuerza el coraje y la valentía que se requiere.
Noroña es el siguiente ","['La continuidad de la 4t necesita la fuerza el coraje y la valentía que se requiere.\nNoroña es el siguiente ', ['🎉', '🎉', '🎉', '🎉']]",3 months ago,216,es,POS,0.45790764689445496
@fisiodianaduran13,Me encantó eso de restablecer los derechos laborales ,"['Me encantó eso de restablecer los derechos laborales ', ['❤']]",2 months ago,54,es,POS,0.9537343524862081
@JamesRock1969,"Si, segunda parte!!! Vamos con Noroña!!!","['Si, segunda parte!!! Vamos con Noroña!!!', []]",2 months ago,17,es,POS,0.45535629987716675
@sophiabeltran6555,"hahaha no me canso de ver este video, mis 2 idolos en un solo video!!!! me gusta la naturalidad con la que habla el próximo presidente.","['hahaha no me canso de ver este video, mis 2 idolos en un solo video!!!! me gusta la naturalidad con la que habla el próximo presidente.', []]",1 month ago,24,es,POS,0.9621586813591421
@jaguar1508,Yo también voto por una segunda parte con LOROÑA.... ,"['Yo también voto por una segunda parte con LOROÑA.... ', ['😎']]",3 months ago,188,es,NEU,0.02743755280971527
@anahiarceo4470,"Me encantó el final que no quiso decir, Peluche en el estuche 
Noroña: A poco eso dijo Claudia? ...SI TIENE GANAS DE SER ... 
Te amo Noroña","['Me encantó el final que no quiso decir, Peluche en el estuche \nNoroña: A poco eso dijo Claudia? ...SI TIENE GANAS DE SER ... \nTe amo Noroña', ['😂', '😂', '😂', '🥰']]",2 months ago,62,es,POS,0.6193006932735443
@morenozapatafernando2295,Es el video del escorpión dorado que se me a echo mas interesante espero y noroña quede de presidente de México,"['Es el video del escorpión dorado que se me a echo mas interesante espero y noroña quede de presidente de México', []]",2 months ago,16,es,POS,0.6940086297690868
@lalo1423, saludos desde Texas y seguro voy al consulado a Votar Por Noroña!!!!,"[' saludos desde Texas y seguro voy al consulado a Votar Por Noroña!!!!', ['❤']]",3 months ago,90,es,POS,0.5399847589433193
@chafalifin,Estaría con madre un buen podcast de noroña con diego rusarin,"['Estaría con madre un buen podcast de noroña con diego rusarin', []]",2 months ago,44,es,POS,0.6116482987999916
@Grillo.Bazan23,"Este señor sí se ve preparado, le sabe a la política y también tiene sus ideales bien fundados. Por mucho es la mejor opción.","['Este señor sí se ve preparado, le sabe a la política y también tiene sus ideales bien fundados. Por mucho es la mejor opción.', []]",2 months ago,116,es,POS,0.9614664549008012
@ernestovillasenor8354,Vamos con Noroña!,"['Vamos con Noroña!', ['🎉']]",2 months ago,6,es,POS,0.3797145187854767
@stephaniesorianofiesco6940,"Me encantó su entrevista!! La mejor opción para la presidencia, muy sinceró, sin miedo y con el pueblo... Tiene mi voto ","['Me encantó su entrevista!! La mejor opción para la presidencia, muy sinceró, sin miedo y con el pueblo... Tiene mi voto ', ['👍']]",2 months ago,92,es,POS,0.9713983624242246
@fam.garciatorresexperienci8624,Ya notaron que lleva más de 1 millón de vistas en 9 dias... y Claudia sheimbaum en 4 meses lleva 1.8 millones.,"['Ya notaron que lleva más de 1 millón de vistas en 9 dias... y Claudia sheimbaum en 4 meses lleva 1.8 millones.', []]",2 months ago,85,es,NEU,-0.06669123470783234
@Mitzez,"Exigimos una segunda parte...
Ni se sintieron los 40 minutos.","['Exigimos una segunda parte...\nNi se sintieron los 40 minutos.', []]",3 months ago,840,es,NEG,-0.9219073359854519
@tonygonzalez9311,El mejor precandidato de todos!,"['El mejor precandidato de todos!', []]",2 months ago,8,es,POS,0.9165958794765174
@carlosalbertoerdosaysalgad7617,NO ROÑA es mi gallo para las votaciones próximo presidente. Vamos con todo México para el bien del futuro.,"['NO ROÑA es mi gallo para las votaciones próximo presidente. Vamos con todo México para el bien del futuro.', []]",2 months ago,58,es,POS,0.7502218373119831
@isidrolechuga5576,"Después de Obrador, Noroña es el único que en repetidas ocasiones dice la palabra PUEBLO, son los únicos que están con el pueblo.","['Después de Obrador, Noroña es el único que en repetidas ocasiones dice la palabra PUEBLO, son los únicos que están con el pueblo.', []]",2 months ago,37,es,POS,0.6180407106876373
@gilbertosantoshernandez8216,Como siempre me sorprende Noroña. Felicitaciones a ambos. Mi apoyo a Noroña.,"['Como siempre me sorprende Noroña. Felicitaciones a ambos. Mi apoyo a Noroña.', []]",2 months ago,6,es,POS,0.9297486264258623
@eehc7229,Queremos una segunda parte con Noroña ,"['Queremos una segunda parte con Noroña ', ['😉']]",2 months ago,4,es,NEU,-0.26958246529102325
@genaroolivares2999,Ese es mi GALLO!!! Gracias escorpión; que chingona entrevista.,"['Ese es mi GALLO!!! Gracias escorpión; que chingona entrevista.', []]",3 months ago,197,es,POS,0.9749964820221066
@ramonortega4098,Al 100 con Noroña ,"['Al 100 con Noroña ', ['🎉', '😊']]",2 months ago,13,es,POS,0.508160725235939
@cristhianmunozrodriguez6152,"1 M de vistas en 6 dias, mientras lili tellez tuvo apenas la mitad en semanas, apoyo a Noroña","['1 M de vistas en 6 dias, mientras lili tellez tuvo apenas la mitad en semanas, apoyo a Noroña', []]",2 months ago,241,es,NEG,-0.5409550666809082
@omarsumano4425,Noroña tu compromiso y dedicación hacia el servicio público son admirables. Tu buena forma de abordar los desafíos y tu capacidad para conectarte con la gente son cualidades destacables. Quiero que sepas que estoy contigo en este camino y confío en tu capacidad para liderar y representar a nuestro país de manera excepcional. ¡Mucho éxito en tu carrera política!,"['Noroña tu compromiso y dedicación hacia el servicio público son admirables. Tu buena forma de abordar los desafíos y tu capacidad para conectarte con la gente son cualidades destacables. Quiero que sepas que estoy contigo en este camino y confío en tu capacidad para liderar y representar a nuestro país de manera excepcional. ¡Mucho éxito en tu carrera política!', []]",2 months ago,38,es,POS,0.9568183803930879
@fernandoemmanueljuradoalja6445,"Ya era hora, ¡por fin Noroña! 🇲🇽","['Ya era hora, ¡por fin Noroña! 🇲🇽', []]",2 months ago,6,es,POS,0.5638016499578953
@ronyssanty2121,"Te amo Noroña, si se logrará! ","['Te amo Noroña, si se logrará! ', ['❤', '❤', '❤']]",2 months ago,6,es,POS,0.9030606085434556
@rodrigoxolalpa1762,De los 3 que se han subido este cabrón fue el mejor! Mis respetos,"['De los 3 que se han subido este cabrón fue el mejor! Mis respetos', []]",3 months ago,288,es,POS,0.9613530780188739
@aurinelramirez7480,"Fernandes Noroña grosero pero no vulgar, austero pero de mundo, confrontador pero diplomático, me encanta! Mi admiración para el futuro presidente!!! Ojalá le hagas otra entrevista cuando sea candidato.","['Fernandes Noroña grosero pero no vulgar, austero pero de mundo, confrontador pero diplomático, me encanta! Mi admiración para el futuro presidente!!! Ojalá le hagas otra entrevista cuando sea candidato.', []]",2 months ago,26,es,POS,0.9426928777247667
@AnikaFrank-by8xd,Segunda parte con Noroña,"['Segunda parte con Noroña', ['❤']]",2 months ago,11,es,NEU,-0.08122339099645615
@victorvlzqz5598,Ya te toca ati noroña para ser presidente sabes las heridas de mexico y todo lo que le duele y tanto daño que le isieron estos corruptos prianistas,"['Ya te toca ati noroña para ser presidente sabes las heridas de mexico y todo lo que le duele y tanto daño que le isieron estos corruptos prianistas', []]",2 months ago,6,es,NEG,-0.95084457565099
@saullopez5272,LA MEJOR INVITACIÓN Q HAS TENIDO EN TU HISTORIA SCORPION,"['LA MEJOR INVITACIÓN Q HAS TENIDO EN TU HISTORIA SCORPION', []]",2 months ago,42,es,POS,0.6695540584623814
@andreflores4428,"El mejor ojalá, ha luchado mucho por el pueblo saludos para noroña","['El mejor ojalá, ha luchado mucho por el pueblo saludos para noroña', []]",3 months ago,77,es,POS,0.965240893419832
@claudiodiaz9176,Y lo vamos a llevar aque gane  larga vida a noroña ,"['Y lo vamos a llevar aque gane  larga vida a noroña ', ['❤', '❤']]",2 months ago,5,es,POS,0.5669389367103577
@ediman2867,Es el bueno. Justo lo que necesita México,"['Es el bueno. Justo lo que necesita México', []]",2 months ago,4,es,POS,0.8717468492686749
@tonyironside4621,Esa honestidad se valora mucho Noroña,"['Esa honestidad se valora mucho Noroña', []]",2 months ago,5,es,POS,0.9106168728321791
@AnaHernandez-lb9sw,"Jajajaa creo que es de los contados invitados que no dijo peluche en el estuche, firme en sus convicciones y muy honesto, saludos dios del internet ","['Jajajaa creo que es de los contados invitados que no dijo peluche en el estuche, firme en sus convicciones y muy honesto, saludos dios del internet ', ['😜']]",2 months ago,36,es,POS,0.9154071435332298
@jesuslobos5081,Exigimos 2da parte con Noroña,"['Exigimos 2da parte con Noroña', []]",2 months ago,4,es,NEU,-0.3244329243898392
@adrianalejandroolmedojuare5701,"Noroña tipazo, señorón , toda la buena vibra para él en las votaciones, y que gane el mejor y el que vea más por nosotros los Mexicanos 🇲🇽🇲🇽🇲🇽🇲🇽","['Noroña tipazo, señorón , toda la buena vibra para él en las votaciones, y que gane el mejor y el que vea más por nosotros los Mexicanos 🇲🇽🇲🇽🇲🇽🇲🇽', []]",3 months ago,335,es,POS,0.8486724682152271
@josmarsantizo2780,"Siempre he conocido a Noroña por las polémicas y huelgas que ha hecho, pero jamás había lo escuchado por un rato. Y nombre, sorprende!","['Siempre he conocido a Noroña por las polémicas y huelgas que ha hecho, pero jamás había lo escuchado por un rato. Y nombre, sorprende!', []]",2 months ago,20,es,NEG,-0.6818949840962887
@user-yx2rb4zb6v,Yo si quiero a noroña de presidente es muy  inteligente y tiene carácter para acabar con los corruptos. Mi voto sin duda será para él,"['Yo si quiero a noroña de presidente es muy  inteligente y tiene carácter para acabar con los corruptos. Mi voto sin duda será para él', []]",2 months ago,352,es,POS,0.9086082316935062
@leonardorockman1996,"futuro presidente!! asi si dan ganas de votar, desde que era adolecente siempre he admirado a noroña, sera un honor verlo en la boleta y votar por el ","['futuro presidente!! asi si dan ganas de votar, desde que era adolecente siempre he admirado a noroña, sera un honor verlo en la boleta y votar por el ', ['❤']]",2 months ago,6,es,POS,0.960136734880507
@inesitaflores8229,"Cuántos terminos aprendí y cuánta razón tiene este gran personaje, en solo 40 minutos 
Es toda una enciclopedia de la polaca!!
Mi admiración Fernández Noroña!!","['Cuántos terminos aprendí y cuánta razón tiene este gran personaje, en solo 40 minutos \nEs toda una enciclopedia de la polaca!!\nMi admiración Fernández Noroña!!', ['😊']]",2 months ago,81,es,POS,0.9462789483368397
@lalosur,"ESCORPIÓN SIGUE INVITANDO A GENTE ASÍ DE CHINGONA COMO NOROÑA, ESTE SI ES CONTENIDO QUE APORTA Y QUEREMOS VER MÁS SEGUIDO EN TU CANAL.

¡TE RIFASTE CON ESTE VIDEO! ¡QUEREMOS SEGUNDA PARTE CON NOROÑA ¡PRÓXIMO PRESIDENTE DE MÉXICO! ","['ESCORPIÓN SIGUE INVITANDO A GENTE ASÍ DE CHINGONA COMO NOROÑA, ESTE SI ES CONTENIDO QUE APORTA Y QUEREMOS VER MÁS SEGUIDO EN TU CANAL.\n\n¡TE RIFASTE CON ESTE VIDEO! ¡QUEREMOS SEGUNDA PARTE CON NOROÑA ¡PRÓXIMO PRESIDENTE DE MÉXICO! ', ['😃']]",2 months ago,6,es,POS,0.9672837788239121
@absalonarreolatorres1134,"Esta claro que el no se le doblega ni al mismísimo López Obrador y eso me gusta, Noroña sienpre ha tenido huevos  el siempre ha dicho las cosas como son sin endulsar las palabras. Mi voto seria para el.","['Esta claro que el no se le doblega ni al mismísimo López Obrador y eso me gusta, Noroña sienpre ha tenido huevos  el siempre ha dicho las cosas como son sin endulsar las palabras. Mi voto seria para el.', []]",2 months ago (edited),159,es,POS,0.8542509116232395
@rapidbic,"¡¡¡el pueblo decide, Noroña es el que Sigue¡¡¡¡ todo mi apoyo LIc. Gerardo Fernández","['¡¡¡el pueblo decide, Noroña es el que Sigue¡¡¡¡ todo mi apoyo LIc. Gerardo Fernández', []]",2 months ago,130,es,POS,0.4670761376619339
@fernandosegundo5433,"Noroña, Futuro presidente. Excelente relevo de AMLO.","['Noroña, Futuro presidente. Excelente relevo de AMLO.', []]",2 months ago,36,es,POS,0.8677799571305513
@gusreds6834,"Así es como debe de ser un aspirante a la presidencia de mexico,, toda su vida luchando por los derechos de los ciudadanos con huevos,, no que se acercan a la gente solo en épocas electorales,, Ebrard y claudia son buenos ciudadanos pero creo que les llegarán al precio una vez estando en la presidencia igual que creo que no son los líderes como NOROÑA Y AMLO,, Noroña 2024 presidente","['Así es como debe de ser un aspirante a la presidencia de mexico,, toda su vida luchando por los derechos de los ciudadanos con huevos,, no que se acercan a la gente solo en épocas electorales,, Ebrard y claudia son buenos ciudadanos pero creo que les llegarán al precio una vez estando en la presidencia igual que creo que no son los líderes como NOROÑA Y AMLO,, Noroña 2024 presidente', []]",2 months ago (edited),317,es,NEG,-0.8080275021493435
@jormoria,"rei y llore con este video. sabes que es cabron Noroña cuando vez que el escorpion se queda atento a escuchar,Noroña domino la platica","['rei y llore con este video. sabes que es cabron Noroña cuando vez que el escorpion se queda atento a escuchar,Noroña domino la platica', []]",1 month ago (edited),4,es,NEU,-0.12941141426563263
@vzama69g,Dale con todo Noroñaaaa!!! ,"['Dale con todo Noroñaaaa!!! ', ['❤']]",3 months ago,146,es,POS,0.6098996289074421
@gabboarevalo6462,Apoyo total al Sr. Noroña!!!,"['Apoyo total al Sr. Noroña!!!', []]",2 months ago,5,es,POS,0.5285126268863678
@ramonacruz743,"@gerardofernandeznoroña 
El pueblo decide !
Noroña es el que sigue
Todo mi apoyo al Lic. Fernández Noroña el debe ser el sucesor de AMLO culto,educado,informado,conoce el pueblo mas que ningun otro viene desde abajo y tiene los pantalones bien puestos apoyo total","['@gerardofernandeznoroña \nEl pueblo decide !\nNoroña es el que sigue\nTodo mi apoyo al Lic. Fernández Noroña el debe ser el sucesor de AMLO culto,educado,informado,conoce el pueblo mas que ningun otro viene desde abajo y tiene los pantalones bien puestos apoyo total', []]",2 months ago (edited),14,es,POS,0.811523100361228
@luisaceves1028,NOROÑA IGUAL QUE MI QUERIDO PRESIDENTE ES EL CANDIDATO MAS CERCANO AL PUEBLO MEXICANO 🇲🇽,"['NOROÑA IGUAL QUE MI QUERIDO PRESIDENTE ES EL CANDIDATO MAS CERCANO AL PUEBLO MEXICANO 🇲🇽', ['💪', '💪', '💪', '👍']]",2 months ago,42,es,POS,0.716671098023653
@omartorrezramirez2573,"Me hubiera gustado que así como interrogaste a Noroña y le preguntaste de todo, lo hubieras echo con Lily jajajaja","['Me hubiera gustado que así como interrogaste a Noroña y le preguntaste de todo, lo hubieras echo con Lily jajajaja', []]",1 month ago,5,es,NEG,-0.47399793565273285
@user-js1zj8hr4w,"Mis respetos para este señor, honestamente con este video me brindo otra perspectiva de la que yo tenia. Es la tercera vez que veo el video porque realmente me gusto, me agrado en su totalidad. Persona culta y sin problema alguno lo elegiría como mi próximo presidente ","['Mis respetos para este señor, honestamente con este video me brindo otra perspectiva de la que yo tenia. Es la tercera vez que veo el video porque realmente me gusto, me agrado en su totalidad. Persona culta y sin problema alguno lo elegiría como mi próximo presidente ', ['❤']]",2 months ago,6,es,POS,0.9638143987394869
@recors9k,Tiene más de tres años que no veo el escorpión pero hoy vine a verlo solo por el Noroña,"['Tiene más de tres años que no veo el escorpión pero hoy vine a verlo solo por el Noroña', []]",3 months ago,1.1K,es,NEU,-0.3252941742539406
@luiggimunoz6422,Un verdadero PATRIOTA 🇲🇽,"['Un verdadero PATRIOTA 🇲🇽', []]",2 months ago,15,es,NEU,0.336561881005764
@lb6557,Que honesto y a todo dar este  señor dice lo que siente es puro pueblo no cabe ni la menor duda.,"['Que honesto y a todo dar este  señor dice lo que siente es puro pueblo no cabe ni la menor duda.', []]",2 months ago,2,es,POS,0.9081084337085485
@YOAKILES111,"1.2 millones de visitas en 2 semanas,  creo que con eso se nota cuanto apoyo tiene noroña. 
Próximo presidente de México","['1.2 millones de visitas en 2 semanas,  creo que con eso se nota cuanto apoyo tiene noroña. \nPróximo presidente de México', []]",2 months ago (edited),12,es,POS,0.876940505579114
@domingogallero,La mejor entrevista en un buen rato,"['La mejor entrevista en un buen rato', []]",2 months ago,6,es,POS,0.9461868624202907
@michoaxaca5713,Apoyo total a Noroña!,"['Apoyo total a Noroña!', []]",3 months ago,136,es,POS,0.5287580192089081
@76erikita,"Pinche Noroña, me encanta como eres, un hombre culto y con huevos. Ojalá sigas en la política aún que no ganes, hace falta quién les diga sus frescas en la cara a esos traidores. Pero si llegas a Presidente, sería genial. Cuentas conmigo ","['Pinche Noroña, me encanta como eres, un hombre culto y con huevos. Ojalá sigas en la política aún que no ganes, hace falta quién les diga sus frescas en la cara a esos traidores. Pero si llegas a Presidente, sería genial. Cuentas conmigo ', ['👍']]",2 months ago,22,es,POS,0.9360675029456615
@joseisaacperezcano3158,Tiene razón Noroña deben ser votaciones Awebo ,"['Tiene razón Noroña deben ser votaciones Awebo ', ['🎉']]",2 months ago,7,es,NEG,-0.3175986111164093
@paolacardenas8343,"""El pueblo decide, Noroña es el que sigue""","['""El pueblo decide, Noroña es el que sigue""', []]",2 months ago,7,es,NEU,0.22436192631721497
@irvinhernandezroa3119,"De las mejores entrevistas que he visto en meses aquí con el Escorpión 
Noroña estuvo excelente, se sintió muy ameno y creo que haría un excelente trabajo con presidente de México 🇲🇽","['De las mejores entrevistas que he visto en meses aquí con el Escorpión \nNoroña estuvo excelente, se sintió muy ameno y creo que haría un excelente trabajo con presidente de México 🇲🇽', ['❤', '❤', '❤']]",2 months ago,3,es,POS,0.9734398298896849
@OliverFisherTV,"Felicidades escorpion!! Mejor tu le diste espacio a Noroña que otros youtubers de contenido ""serio"" pero qur con todos quieren quedar bien.","['Felicidades escorpion!! Mejor tu le diste espacio a Noroña que otros youtubers de contenido ""serio"" pero qur con todos quieren quedar bien.', []]",2 months ago,14,es,POS,0.8300357237458229
@santiagomanuelrosasmenchac4201,Mil respetos para el escorpión y para el licenciado Noroña,"['Mil respetos para el escorpión y para el licenciado Noroña', []]",3 months ago,85,es,POS,0.5961576923727989
@abrahampale4808,"Sin duda la disputa es entre Noroña y Sheinbaum, según datos del canal del escorpión dorado.
Entrevista con:
Noroña hace 5 días 1M de vistas
Sheinbaum hace 4 meses 1.8M de vistas","['Sin duda la disputa es entre Noroña y Sheinbaum, según datos del canal del escorpión dorado.\nEntrevista con:\nNoroña hace 5 días 1M de vistas\nSheinbaum hace 4 meses 1.8M de vistas', []]",2 months ago,38,es,NEU,-0.10905472189188004
@adrianmireles6141,"Aún no lo miro pero ahí tienes mi like , bien Noroña ","['Aún no lo miro pero ahí tienes mi like , bien Noroña ', ['👏']]",2 months ago,8,es,POS,0.6408155411481857
@pumasdemicorazon,"Vaya, hasta que hay un Escorpión al Volante que vale la pena ver","['Vaya, hasta que hay un Escorpión al Volante que vale la pena ver', []]",2 months ago,2,es,POS,0.9085913030430675
